kandidat_id,kategori_sertifikasi,tahun,skor
68141,TOEIC,2025,81
68149,Sertifikat Kompetensi,2018,77
68149,Sertifikat Kompetensi,2018,77
68149,Sertifikasi K3,2019,
68161,Pelatihan Bahasa,2025,65
68161,IELTS,2025,64
68166,TOEIC,2021,92
68166,IELTS,2021,65
68168,Microsoft Office,2023,82
68168,TOEFL,2023,88
68169,Sertifikasi K3,2018,
68169,Sertifikat Kompetensi,2018,81
68171,Pelatihan Bahasa,2018,75
68171,Sertifikasi K3,2017,
68172,Pelatihan Bahasa,2025,90
68172,Sertifikat Kompetensi,2025,99
68173,Microsoft Office,2021,74
68173,TOEIC,2021,79
68177,Microsoft Office,2023,66
68179,Sertifikasi K3,2021,
68180,Sertifikat Kompetensi,2022,70
68182,TOEFL,2024,87
68182,TOEIC,2023,87
68182,Sertifikasi K3,2025,
68198,TOEFL,2021,76
68198,Sertifikat Kompetensi,2021,92
68203,Pelatihan Bahasa,2020,90
68206,TOEIC,2022,80
68212,Microsoft Office,2017,78
68214,Pelatihan Bahasa,2018,82
68214,Microsoft Office,2018,62
68216,Microsoft Office,2021,61
68216,IELTS,2021,73
68230,Sertifikasi K3,2024,
68247,TOEFL,2023,67
68251,IELTS,2025,75
68251,TOEFL,2024,65
68254,Microsoft Office,2021,84
68256,Microsoft Office,2023,72
68256,Sertifikasi K3,2024,
68256,IELTS,2025,75
68273,Sertifikat Kompetensi,2020,79
68273,Microsoft Office,2022,91
68276,Pelatihan Bahasa,2025,73
68276,TOEIC,2025,60
68279,Microsoft Office,2019,73
68279,Sertifikasi K3,2017,
68279,Pelatihan Bahasa,2018,95
68280,TOEIC,2025,73
68280,Pelatihan Bahasa,2024,95
68280,Pelatihan Bahasa,2023,69
68293,IELTS,2025,95
68297,Pelatihan Bahasa,2020,66
68297,TOEFL,2022,81
68297,TOEFL,2020,87
68298,Sertifikat Kompetensi,2019,78
68298,TOEIC,2017,60
68299,Sertifikat Kompetensi,2021,89
68299,IELTS,2021,76
68310,TOEIC,2017,96
68310,Pelatihan Bahasa,2019,89
68310,TOEIC,2019,76
68313,Sertifikat Kompetensi,2022,87
68316,Sertifikat Kompetensi,2025,90
68316,TOEIC,2025,72
68316,Sertifikasi K3,2023,
68320,Pelatihan Bahasa,2022,85
68320,TOEIC,2021,87
68329,IELTS,2021,60
68348,Sertifikat Kompetensi,2023,98
68348,Sertifikat Kompetensi,2023,80
68348,IELTS,2023,73
68350,Sertifikasi K3,2022,
68350,Microsoft Office,2021,70
68357,Sertifikasi K3,2021,
68357,Microsoft Office,2022,63
68357,IELTS,2021,84
68368,Sertifikasi K3,2022,
68368,TOEFL,2020,62
68368,Pelatihan Bahasa,2021,75
68374,IELTS,2025,73
68374,Sertifikat Kompetensi,2024,69
68374,TOEIC,2025,74
68375,Sertifikasi K3,2025,
68379,Pelatihan Bahasa,2020,69
68382,Sertifikat Kompetensi,2020,69
68382,IELTS,2020,80
68382,TOEFL,2021,89
68387,Sertifikat Kompetensi,2024,73
68387,IELTS,2023,90
68426,Sertifikasi K3,2024,
68426,Microsoft Office,2023,63
68426,IELTS,2025,85
68428,Sertifikasi K3,2022,
68428,Microsoft Office,2022,96
68428,Sertifikasi K3,2020,
68436,Sertifikasi K3,2023,
68436,Sertifikasi K3,2023,
68447,IELTS,2023,84
68447,TOEIC,2022,99
68447,Sertifikat Kompetensi,2022,67
68449,IELTS,2024,96
68449,IELTS,2023,83
68449,Sertifikasi K3,2024,
68453,IELTS,2021,93
68454,Sertifikasi K3,2025,
68454,TOEIC,2023,92
68454,Sertifikat Kompetensi,2024,69
68457,Sertifikasi K3,2021,
68457,IELTS,2022,98
68458,Microsoft Office,2023,65
68458,IELTS,2025,80
68462,Sertifikat Kompetensi,2024,78
68462,Microsoft Office,2023,86
68462,Pelatihan Bahasa,2024,89
68466,Pelatihan Bahasa,2021,62
68466,TOEFL,2020,97
68466,Microsoft Office,2020,71
68470,TOEIC,2019,79
68478,Pelatihan Bahasa,2023,63
68478,Sertifikat Kompetensi,2022,72
68478,TOEFL,2021,67
68488,TOEFL,2024,99
68488,Sertifikasi K3,2025,
68491,IELTS,2023,91
68494,TOEFL,2022,74
68501,Pelatihan Bahasa,2018,77
68514,Pelatihan Bahasa,2021,67
68518,Pelatihan Bahasa,2018,77
68518,Microsoft Office,2017,71
68525,IELTS,2022,64
68526,Sertifikat Kompetensi,2023,90
68531,Pelatihan Bahasa,2023,92
68531,Sertifikasi K3,2023,
68531,Microsoft Office,2025,66
68535,Sertifikat Kompetensi,2020,79
68535,Microsoft Office,2022,61
68535,Microsoft Office,2020,78
68537,Sertifikat Kompetensi,2023,91
68537,TOEIC,2023,82
68541,Sertifikat Kompetensi,2025,76
68541,Sertifikasi K3,2025,
68541,TOEIC,2025,89
68542,TOEIC,2017,62
68542,Microsoft Office,2018,90
68542,TOEIC,2017,94
68547,Pelatihan Bahasa,2020,98
68549,IELTS,2021,80
68549,IELTS,2021,96
68560,Pelatihan Bahasa,2021,67
68560,IELTS,2021,67
68566,IELTS,2024,69
68566,TOEFL,2024,71
68569,TOEIC,2025,60
68569,TOEFL,2024,66
68569,Pelatihan Bahasa,2024,93
68577,Sertifikasi K3,2019,
68577,IELTS,2019,84
68584,TOEFL,2022,77
68584,Sertifikat Kompetensi,2021,64
68591,TOEFL,2019,67
68591,Microsoft Office,2019,67
68591,TOEIC,2017,88
68596,IELTS,2023,75
68596,IELTS,2023,82
68605,IELTS,2021,82
68605,Microsoft Office,2022,92
68606,Sertifikasi K3,2024,
68606,IELTS,2024,70
68610,Sertifikasi K3,2023,
68610,Microsoft Office,2023,65
68610,Pelatihan Bahasa,2025,69
68611,TOEFL,2025,80
68615,Microsoft Office,2025,64
68615,TOEIC,2023,61
68615,IELTS,2024,94
68617,TOEFL,2025,69
68617,Sertifikat Kompetensi,2025,89
68618,Microsoft Office,2021,72
68630,TOEFL,2025,69
68630,Microsoft Office,2024,76
68632,Sertifikasi K3,2023,
68635,TOEIC,2023,82
68635,Microsoft Office,2022,62
68635,Sertifikat Kompetensi,2021,65
68639,TOEIC,2019,66
68639,Sertifikasi K3,2018,
68643,Microsoft Office,2022,64
68643,Sertifikat Kompetensi,2023,90
68643,TOEIC,2023,62
68649,Sertifikasi K3,2022,
68649,Sertifikasi K3,2022,
68650,Sertifikat Kompetensi,2020,95
68650,Sertifikasi K3,2020,
68652,Microsoft Office,2021,76
68667,Microsoft Office,2025,67
68667,Pelatihan Bahasa,2023,98
68667,Sertifikat Kompetensi,2023,85
68671,IELTS,2023,86
68671,Microsoft Office,2024,72
68674,IELTS,2024,70
68674,Sertifikasi K3,2024,
68674,Sertifikat Kompetensi,2025,88
68675,IELTS,2017,76
68686,Sertifikasi K3,2025,
68686,IELTS,2025,65
68699,Pelatihan Bahasa,2025,60
68699,Sertifikasi K3,2024,
68723,Sertifikat Kompetensi,2021,68
68723,Pelatihan Bahasa,2020,63
68723,Sertifikasi K3,2021,
68724,Sertifikasi K3,2019,
68731,TOEFL,2022,73
68733,Microsoft Office,2022,86
68734,Microsoft Office,2022,68
68734,IELTS,2021,86
68734,Pelatihan Bahasa,2022,93
68736,TOEFL,2022,74
68736,Microsoft Office,2022,97
68740,IELTS,2024,88
68743,Microsoft Office,2018,95
68745,TOEFL,2018,91
68745,TOEFL,2019,61
68746,TOEIC,2021,71
68746,Microsoft Office,2022,71
68746,Sertifikat Kompetensi,2021,81
68748,Pelatihan Bahasa,2022,89
68750,TOEFL,2020,73
68750,TOEFL,2020,88
68750,TOEFL,2020,91
68756,Pelatihan Bahasa,2022,89
68756,TOEIC,2022,87
68787,Sertifikasi K3,2021,
68793,Microsoft Office,2024,83
68793,Sertifikat Kompetensi,2023,85
68793,TOEIC,2024,99
68794,IELTS,2023,83
68794,IELTS,2023,72
68794,Sertifikasi K3,2025,
68797,Sertifikasi K3,2022,
68797,TOEFL,2022,98
68800,TOEIC,2024,91
68805,IELTS,2017,67
68807,Pelatihan Bahasa,2022,73
68816,Pelatihan Bahasa,2024,83
68816,Sertifikat Kompetensi,2023,76
68817,TOEIC,2025,71
68821,Sertifikat Kompetensi,2025,91
68821,TOEIC,2023,72
68823,IELTS,2022,87
68823,Sertifikat Kompetensi,2021,99
68832,TOEFL,2023,92
68832,Microsoft Office,2023,69
68832,Pelatihan Bahasa,2021,69
68834,Sertifikat Kompetensi,2024,94
68845,Sertifikat Kompetensi,2017,70
68847,IELTS,2024,61
68847,IELTS,2025,80
68848,TOEFL,2022,62
68848,TOEIC,2021,78
68848,Sertifikat Kompetensi,2023,87
68850,TOEIC,2023,69
68867,Pelatihan Bahasa,2021,70
68871,TOEFL,2023,75
68872,TOEFL,2021,85
68872,Microsoft Office,2020,73
68872,Sertifikasi K3,2022,
68876,IELTS,2025,74
68877,Sertifikasi K3,2021,
68877,TOEFL,2022,65
68905,TOEIC,2019,92
68905,IELTS,2019,92
68905,Microsoft Office,2019,91
68923,Sertifikat Kompetensi,2021,87
68939,TOEIC,2024,96
68939,IELTS,2024,67
68941,TOEIC,2025,89
68945,TOEFL,2025,96
68945,Microsoft Office,2023,70
68951,Sertifikasi K3,2021,
68951,Microsoft Office,2020,89
68963,TOEFL,2017,70
68963,Microsoft Office,2017,80
68963,TOEFL,2017,84
68969,TOEFL,2019,95
68972,IELTS,2025,71
68972,TOEFL,2023,81
68972,TOEIC,2025,88
68980,TOEIC,2018,93
68980,TOEIC,2017,66
68980,Sertifikat Kompetensi,2018,62
68981,TOEFL,2025,74
68991,Sertifikat Kompetensi,2023,75
68995,IELTS,2023,60
68995,TOEIC,2021,71
68995,Pelatihan Bahasa,2023,73
69004,TOEFL,2024,96
69004,TOEFL,2023,91
69004,Pelatihan Bahasa,2025,96
69007,Sertifikasi K3,2025,
69007,Microsoft Office,2023,95
69007,Sertifikasi K3,2025,
69009,Sertifikasi K3,2021,
69009,TOEFL,2022,78
69009,TOEIC,2022,77
69011,TOEFL,2023,61
69011,Pelatihan Bahasa,2025,75
69011,Sertifikat Kompetensi,2024,93
69014,Microsoft Office,2025,74
69014,TOEFL,2025,68
69014,TOEIC,2025,69
69018,Microsoft Office,2023,91
69018,Microsoft Office,2022,98
69018,Sertifikasi K3,2023,
69022,Sertifikasi K3,2024,
69028,TOEFL,2022,95
69028,Sertifikasi K3,2020,
69028,IELTS,2020,86
69029,Microsoft Office,2021,92
69029,TOEFL,2021,78
69043,Sertifikat Kompetensi,2019,74
69054,Pelatihan Bahasa,2025,92
69066,Sertifikat Kompetensi,2025,71
69076,Pelatihan Bahasa,2024,86
69077,Microsoft Office,2023,66
69077,TOEIC,2023,81
69077,Sertifikasi K3,2024,
69087,Microsoft Office,2022,77
69087,Sertifikasi K3,2021,
69087,TOEIC,2023,79
69099,Pelatihan Bahasa,2025,86
69099,TOEIC,2025,77
69099,Microsoft Office,2024,76
69101,TOEFL,2025,75
69101,IELTS,2024,70
69101,TOEFL,2024,82
69108,Pelatihan Bahasa,2023,95
69108,IELTS,2022,91
69109,Sertifikat Kompetensi,2023,70
69109,Pelatihan Bahasa,2021,74
69112,Sertifikasi K3,2024,
69112,Sertifikasi K3,2023,
69112,IELTS,2024,67
69114,TOEIC,2023,70
69115,Microsoft Office,2020,66
69119,Sertifikat Kompetensi,2023,75
69119,Microsoft Office,2023,83
69120,Microsoft Office,2021,79
69120,Pelatihan Bahasa,2023,93
69120,Sertifikat Kompetensi,2023,84
69123,Sertifikasi K3,2022,
69123,TOEFL,2022,70
69125,Sertifikasi K3,2018,
69130,Sertifikat Kompetensi,2017,68
69130,IELTS,2019,95
69132,Pelatihan Bahasa,2025,86
69132,Sertifikasi K3,2025,
69132,Pelatihan Bahasa,2023,62
69149,IELTS,2023,81
69149,Microsoft Office,2023,98
69156,Sertifikat Kompetensi,2022,85
69156,Pelatihan Bahasa,2021,94
69160,IELTS,2019,84
69160,IELTS,2019,90
69161,IELTS,2025,68
69163,IELTS,2022,84
69163,TOEFL,2021,74
69165,Microsoft Office,2022,84
69165,Microsoft Office,2022,73
69172,Pelatihan Bahasa,2021,94
69172,Pelatihan Bahasa,2022,88
69181,IELTS,2023,74
69185,Sertifikasi K3,2017,
69185,Sertifikasi K3,2018,
69186,Microsoft Office,2018,75
69186,TOEFL,2019,99
69198,Sertifikat Kompetensi,2018,90
69202,Pelatihan Bahasa,2023,83
69202,Microsoft Office,2023,72
69202,TOEFL,2021,86
69203,TOEFL,2023,61
69203,Sertifikasi K3,2022,
69204,Pelatihan Bahasa,2021,76
69204,IELTS,2021,90
69204,Sertifikat Kompetensi,2021,77
69215,Sertifikat Kompetensi,2023,85
69215,TOEIC,2023,78
69215,Microsoft Office,2023,89
69216,TOEFL,2023,67
69222,Microsoft Office,2022,60
69222,TOEFL,2022,87
69225,TOEIC,2025,79
69225,Sertifikat Kompetensi,2024,65
69241,Sertifikat Kompetensi,2025,97
69241,Microsoft Office,2024,80
69251,IELTS,2022,66
69255,Pelatihan Bahasa,2025,64
69257,Microsoft Office,2025,88
69257,Pelatihan Bahasa,2023,86
69266,TOEFL,2021,68
69266,Pelatihan Bahasa,2023,66
69281,Microsoft Office,2018,77
69300,Sertifikasi K3,2024,
69300,Microsoft Office,2024,80
69315,Microsoft Office,2022,84
69315,Pelatihan Bahasa,2021,63
69315,Microsoft Office,2022,60
69320,Sertifikat Kompetensi,2020,61
69320,TOEFL,2020,87
69320,Microsoft Office,2021,93
69324,IELTS,2019,97
69329,TOEIC,2024,64
69329,Microsoft Office,2025,81
69329,Microsoft Office,2024,95
69334,Microsoft Office,2022,99
69343,IELTS,2023,81
69343,Pelatihan Bahasa,2023,88
69343,TOEFL,2022,64
69352,Sertifikasi K3,2022,
69352,IELTS,2021,74
69353,Sertifikasi K3,2017,
69353,Sertifikat Kompetensi,2018,76
69353,Pelatihan Bahasa,2017,97
69355,IELTS,2023,75
69355,Sertifikasi K3,2022,
69355,IELTS,2022,95
69360,Sertifikasi K3,2023,
69367,Sertifikasi K3,2017,
69377,TOEFL,2024,65
69377,TOEFL,2023,70
69378,TOEFL,2022,93
69378,IELTS,2023,85
69378,Microsoft Office,2021,80
69380,Microsoft Office,2024,61
69380,TOEIC,2024,67
69380,Sertifikasi K3,2022,
69387,Sertifikasi K3,2023,
69387,Pelatihan Bahasa,2021,89
69400,Sertifikat Kompetensi,2021,96
69400,Sertifikat Kompetensi,2022,75
69416,IELTS,2017,91
69416,Sertifikasi K3,2017,
69416,IELTS,2017,92
69423,Microsoft Office,2022,76
69423,Sertifikat Kompetensi,2020,98
69423,TOEIC,2021,91
69425,Sertifikat Kompetensi,2021,60
69425,Sertifikat Kompetensi,2022,87
69425,TOEIC,2021,74
69427,Sertifikasi K3,2024,
69427,Pelatihan Bahasa,2025,85
69427,Microsoft Office,2025,82
69431,Sertifikasi K3,2023,
69431,Sertifikasi K3,2024,
69438,IELTS,2019,63
69438,IELTS,2019,76
69439,IELTS,2022,70
69441,Sertifikat Kompetensi,2017,61
69441,Sertifikat Kompetensi,2018,66
69441,IELTS,2018,77
69448,TOEIC,2023,90
69455,Sertifikat Kompetensi,2023,89
69456,IELTS,2025,90
69456,Sertifikasi K3,2023,
69457,Sertifikasi K3,2023,
69465,TOEFL,2024,74
69465,Pelatihan Bahasa,2025,66
69465,TOEFL,2025,76
69469,Microsoft Office,2023,93
69481,IELTS,2024,74
69481,TOEFL,2025,78
69481,IELTS,2023,64
69483,TOEIC,2023,73
69484,IELTS,2024,70
69496,Microsoft Office,2021,70
69496,Sertifikat Kompetensi,2021,82
69496,Microsoft Office,2021,82
69506,Microsoft Office,2019,98
69510,Microsoft Office,2024,94
69517,TOEFL,2023,97
69525,IELTS,2024,81
69533,Microsoft Office,2024,96
69534,Sertifikat Kompetensi,2021,83
69534,Sertifikat Kompetensi,2021,99
69542,IELTS,2023,62
69550,Microsoft Office,2019,93
69553,TOEIC,2023,71
69553,Sertifikasi K3,2025,
69553,Sertifikasi K3,2025,
69558,TOEFL,2020,78
69566,TOEIC,2023,60
69572,Microsoft Office,2023,93
69572,Sertifikasi K3,2023,
69572,Sertifikasi K3,2025,
69583,Sertifikat Kompetensi,2025,90
69583,Sertifikasi K3,2023,
69583,TOEFL,2023,63
69592,TOEFL,2020,84
69592,Sertifikat Kompetensi,2020,90
69592,TOEFL,2021,99
69596,TOEFL,2019,98
69596,TOEIC,2018,69
69600,TOEFL,2022,71
69600,Microsoft Office,2022,71
69600,TOEFL,2021,92
69605,Sertifikasi K3,2024,
69605,TOEIC,2023,88
69605,IELTS,2024,83
69608,TOEFL,2017,95
69608,Microsoft Office,2018,61
69608,Sertifikasi K3,2018,
69610,Sertifikasi K3,2022,
69610,TOEFL,2022,79
69613,TOEIC,2017,68
69613,TOEFL,2018,95
69613,IELTS,2017,64
69615,TOEFL,2023,82
69620,TOEIC,2018,67
69620,Sertifikat Kompetensi,2017,61
69620,Sertifikat Kompetensi,2018,89
69632,TOEIC,2023,69
69635,IELTS,2021,71
69635,TOEIC,2021,70
69635,Sertifikasi K3,2021,
69647,TOEIC,2020,99
69647,Sertifikat Kompetensi,2022,69
69647,Pelatihan Bahasa,2022,78
69655,IELTS,2023,87
69666,TOEIC,2021,80
69666,Sertifikasi K3,2021,
69679,Pelatihan Bahasa,2022,70
69683,Sertifikasi K3,2021,
69684,Microsoft Office,2020,79
69684,Microsoft Office,2022,91
69688,Microsoft Office,2023,79
69688,Microsoft Office,2021,61
69688,Pelatihan Bahasa,2021,61
69692,Pelatihan Bahasa,2021,95
69693,Sertifikasi K3,2024,
69693,Sertifikat Kompetensi,2024,62
69693,Pelatihan Bahasa,2025,67
69702,IELTS,2021,99
69704,Pelatihan Bahasa,2021,81
69704,Sertifikat Kompetensi,2023,80
69704,Microsoft Office,2023,92
69709,Sertifikat Kompetensi,2024,90
69709,Microsoft Office,2023,93
69711,TOEIC,2021,80
69724,Microsoft Office,2020,66
69724,TOEIC,2020,70
69726,Sertifikat Kompetensi,2017,82
69726,Sertifikat Kompetensi,2019,60
69732,TOEIC,2023,71
69744,Sertifikat Kompetensi,2025,95
69744,Microsoft Office,2025,73
69744,Sertifikasi K3,2024,
69754,Sertifikasi K3,2025,
69760,TOEFL,2017,77
69762,TOEIC,2020,80
69769,Sertifikat Kompetensi,2025,91
69769,Microsoft Office,2025,61
69769,TOEIC,2025,73
69783,TOEIC,2020,61
69783,TOEIC,2022,62
69784,Sertifikat Kompetensi,2021,80
69793,Sertifikat Kompetensi,2021,90
69793,Sertifikasi K3,2021,
69793,Pelatihan Bahasa,2020,87
69795,Sertifikat Kompetensi,2024,70
69795,Sertifikasi K3,2024,
69796,Sertifikasi K3,2023,
69796,TOEFL,2023,60
69808,Sertifikat Kompetensi,2020,79
69808,IELTS,2020,94
69814,Sertifikat Kompetensi,2023,79
69814,IELTS,2022,73
69816,IELTS,2019,76
69816,TOEIC,2017,99
69816,IELTS,2017,84
69817,IELTS,2021,95
69822,TOEFL,2021,64
69822,Pelatihan Bahasa,2022,94
69822,TOEIC,2022,77
69830,IELTS,2022,63
69830,Pelatihan Bahasa,2023,80
69831,TOEFL,2020,65
69831,Pelatihan Bahasa,2021,92
69831,Microsoft Office,2020,88
69832,Sertifikasi K3,2021,
69832,Microsoft Office,2021,93
69832,Sertifikasi K3,2021,
69833,Sertifikasi K3,2023,
69833,Microsoft Office,2025,84
69836,TOEIC,2022,65
69836,Microsoft Office,2020,91
69839,Microsoft Office,2021,86
69852,Pelatihan Bahasa,2021,67
69852,Pelatihan Bahasa,2022,60
69852,IELTS,2021,72
69865,Sertifikasi K3,2023,
69871,TOEFL,2021,63
69883,IELTS,2023,97
69886,Sertifikat Kompetensi,2021,80
69886,Microsoft Office,2023,91
69887,IELTS,2023,63
69887,Pelatihan Bahasa,2021,81
69892,Pelatihan Bahasa,2023,64
69901,Microsoft Office,2023,71
69901,Microsoft Office,2024,72
69904,Microsoft Office,2023,64
69904,Microsoft Office,2024,86
69904,Sertifikasi K3,2025,
69915,Pelatihan Bahasa,2021,63
69915,Sertifikat Kompetensi,2022,85
69921,TOEIC,2024,73
69921,Sertifikat Kompetensi,2025,66
69925,Sertifikasi K3,2023,
69940,Pelatihan Bahasa,2021,86
69940,Sertifikasi K3,2023,
69940,Sertifikasi K3,2021,
69945,Sertifikasi K3,2024,
69945,IELTS,2025,71
69945,Pelatihan Bahasa,2025,87
69946,IELTS,2019,84
69946,TOEFL,2018,92
69957,TOEIC,2022,96
69957,Pelatihan Bahasa,2022,71
69958,TOEIC,2022,68
69958,Sertifikat Kompetensi,2020,64
69958,Microsoft Office,2022,79
69965,IELTS,2018,68
69965,Sertifikat Kompetensi,2017,65
69965,Microsoft Office,2018,99
69967,TOEIC,2025,98
69967,Pelatihan Bahasa,2024,90
69967,TOEIC,2024,74
69969,Sertifikasi K3,2019,
69969,Sertifikat Kompetensi,2017,84
69969,Sertifikat Kompetensi,2018,78
69986,Sertifikasi K3,2021,
69987,TOEFL,2023,67
69996,Microsoft Office,2020,67
69996,TOEIC,2022,81
69996,Microsoft Office,2021,61
70004,Pelatihan Bahasa,2023,88
70004,Pelatihan Bahasa,2021,62
70012,TOEFL,2024,65
70012,IELTS,2025,79
70022,TOEIC,2017,63
70030,Microsoft Office,2025,81
70030,Microsoft Office,2023,70
70030,Pelatihan Bahasa,2025,64
70041,Microsoft Office,2023,84
70041,Microsoft Office,2024,65
70048,TOEFL,2025,83
70048,Sertifikat Kompetensi,2023,64
70049,Pelatihan Bahasa,2021,99
70064,Sertifikat Kompetensi,2020,83
70065,TOEIC,2022,81
70089,Sertifikat Kompetensi,2025,64
70089,Sertifikasi K3,2023,
70091,Sertifikasi K3,2018,
70091,Pelatihan Bahasa,2018,68
70108,Pelatihan Bahasa,2020,66
70108,IELTS,2021,72
70108,Pelatihan Bahasa,2020,69
70111,Microsoft Office,2025,65
70111,TOEIC,2024,70
70139,Sertifikat Kompetensi,2023,84
70141,Microsoft Office,2023,63
70141,IELTS,2024,82
70141,IELTS,2024,86
70150,Pelatihan Bahasa,2025,94
70150,TOEIC,2024,62
70150,Pelatihan Bahasa,2025,72
70157,IELTS,2021,89
70164,TOEIC,2023,60
70164,Sertifikat Kompetensi,2024,80
70167,IELTS,2021,67
70175,IELTS,2025,91
70175,Pelatihan Bahasa,2023,74
70175,IELTS,2025,85
70182,TOEIC,2022,73
70182,Microsoft Office,2021,97
70182,TOEFL,2020,86
70189,TOEFL,2023,69
70192,TOEIC,2023,82
70197,Pelatihan Bahasa,2023,96
70200,TOEIC,2022,87
70206,TOEIC,2024,80
70206,Microsoft Office,2025,74
70206,TOEIC,2025,61
70208,Sertifikat Kompetensi,2024,77
70208,Sertifikat Kompetensi,2023,94
70208,TOEIC,2024,81
70211,Sertifikasi K3,2020,
70211,Pelatihan Bahasa,2022,96
70211,TOEFL,2022,74
70215,Microsoft Office,2024,91
70215,Microsoft Office,2025,87
70215,TOEFL,2025,62
70217,TOEIC,2022,82
70222,Microsoft Office,2023,66
70224,Sertifikasi K3,2020,
70235,TOEFL,2025,76
70235,TOEIC,2024,74
70238,IELTS,2019,82
70264,TOEIC,2018,63
70267,Pelatihan Bahasa,2022,93
70267,Sertifikat Kompetensi,2022,95
70267,Sertifikat Kompetensi,2023,85
70277,Microsoft Office,2023,68
70277,Pelatihan Bahasa,2024,65
70280,IELTS,2023,77
70280,Sertifikat Kompetensi,2024,99
70280,Pelatihan Bahasa,2024,76
70287,TOEFL,2021,60
70293,TOEIC,2024,81
70293,Sertifikat Kompetensi,2024,66
70293,Microsoft Office,2023,72
70301,Microsoft Office,2023,97
70301,Microsoft Office,2022,78
70307,TOEIC,2023,65
70307,TOEFL,2025,80
70307,Pelatihan Bahasa,2025,73
70318,Pelatihan Bahasa,2023,64
70318,TOEIC,2024,99
70330,Microsoft Office,2020,97
70330,Sertifikasi K3,2020,
70330,IELTS,2022,87
70333,TOEFL,2021,65
70333,Pelatihan Bahasa,2021,82
70333,IELTS,2022,61
70334,IELTS,2022,98
70334,Sertifikat Kompetensi,2020,91
70343,Microsoft Office,2022,99
70343,TOEIC,2020,91
70344,Pelatihan Bahasa,2021,79
70344,Microsoft Office,2023,63
70344,TOEIC,2021,78
70349,TOEFL,2024,73
70351,Sertifikat Kompetensi,2021,71
70351,Sertifikat Kompetensi,2020,77
70377,Pelatihan Bahasa,2023,88
70382,Sertifikasi K3,2023,
70382,Microsoft Office,2025,62
70382,Microsoft Office,2023,68
70386,Sertifikasi K3,2021,
70386,Sertifikat Kompetensi,2021,92
70386,Microsoft Office,2021,62
70387,TOEIC,2022,88
70389,TOEFL,2023,61
70391,IELTS,2022,71
70391,TOEIC,2022,61
70395,Sertifikat Kompetensi,2023,66
70397,Microsoft Office,2022,77
70397,Pelatihan Bahasa,2021,70
70411,IELTS,2024,85
70411,TOEFL,2023,74
70412,TOEFL,2020,76
70412,TOEIC,2021,94
70429,Sertifikat Kompetensi,2025,74
70435,Pelatihan Bahasa,2020,82
70435,Sertifikat Kompetensi,2021,69
70435,Sertifikat Kompetensi,2022,96
70440,Pelatihan Bahasa,2020,96
70444,TOEFL,2025,99
70450,Sertifikat Kompetensi,2023,73
70454,Sertifikat Kompetensi,2022,87
70454,Pelatihan Bahasa,2022,91
70457,IELTS,2021,75
70457,TOEIC,2022,93
70457,TOEFL,2022,81
70464,IELTS,2023,76
70464,TOEFL,2024,77
70465,Microsoft Office,2019,63
70470,TOEIC,2025,99
70477,Pelatihan Bahasa,2023,81
70487,IELTS,2022,69
70487,IELTS,2022,63
70507,TOEFL,2022,73
70507,Sertifikat Kompetensi,2023,94
70507,TOEFL,2023,83
70508,TOEFL,2021,80
70508,Microsoft Office,2021,78
70510,TOEIC,2023,90
70510,Pelatihan Bahasa,2023,88
70518,IELTS,2020,92
70536,IELTS,2021,76
70536,TOEIC,2021,82
70537,IELTS,2017,65
70537,Pelatihan Bahasa,2018,78
70537,TOEFL,2017,84
70540,IELTS,2023,67
70541,TOEFL,2020,97
70541,Pelatihan Bahasa,2022,70
70542,TOEFL,2022,82
70542,TOEIC,2023,72
70542,Microsoft Office,2022,61
70545,TOEIC,2021,62
70548,TOEIC,2022,79
70549,TOEFL,2024,96
70552,TOEIC,2021,74
70552,Pelatihan Bahasa,2023,71
70558,TOEFL,2018,72
70560,Microsoft Office,2018,86
70560,Sertifikasi K3,2019,
70560,TOEIC,2018,67
70566,Pelatihan Bahasa,2023,86
70566,Pelatihan Bahasa,2023,90
70571,IELTS,2017,78
70571,TOEFL,2017,89
70571,Sertifikasi K3,2017,
70574,TOEFL,2024,89
70574,TOEFL,2025,61
70574,TOEFL,2023,96
70585,Pelatihan Bahasa,2023,87
70593,TOEIC,2020,70
70595,TOEFL,2025,72
70595,Sertifikasi K3,2024,
70607,TOEFL,2020,89
70618,IELTS,2022,84
70618,TOEFL,2023,72
70618,TOEFL,2022,88
70629,Sertifikat Kompetensi,2023,99
70638,Sertifikat Kompetensi,2023,80
70638,Pelatihan Bahasa,2023,86
70646,Sertifikasi K3,2020,
70646,TOEIC,2021,76
70655,Sertifikasi K3,2024,
70655,TOEIC,2023,64
70660,Pelatihan Bahasa,2017,82
70663,TOEIC,2025,94
70663,Sertifikasi K3,2023,
70663,IELTS,2025,89
70668,Sertifikat Kompetensi,2022,90
70674,TOEFL,2021,69
70678,TOEFL,2020,70
70692,IELTS,2021,94
70696,TOEFL,2022,85
70701,TOEFL,2023,74
70701,TOEFL,2021,69
70701,Microsoft Office,2022,91
70704,Pelatihan Bahasa,2021,78
70704,Microsoft Office,2021,60
70710,Microsoft Office,2023,69
70710,Sertifikasi K3,2022,
70710,TOEFL,2021,67
70713,TOEFL,2022,95
70713,Sertifikat Kompetensi,2020,84
70713,Microsoft Office,2021,72
70717,IELTS,2021,73
70717,IELTS,2021,94
70718,Sertifikasi K3,2024,
