penempatan_id,pendaftaran_id,kandidat_id,tahun_program,jenis_penempatan,status_sk,sub_bidang,bidang_pembidangan,updl_id,kode_grade,unit_induk,nama_posisi,perusahaan_subholding,sumber_penempatan
1910,REG0054873,43223,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8215,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,JUNIOR OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
1911,REG0054882,43231,2024,INDUK,SUDAH,Distribusi,Distribusi,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,JUNIOR TECHNICIAN PDKB,,TURUNAN
1912,REG0054916,43256,2019,INDUK,SUDAH,Distribusi,Distribusi,8220,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,JUNIOR TECHNICIAN OPERASI DISTRIBUSI,,TURUNAN
1913,REG0054939,43276,2019,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Pembangkitan,8212,G2,,,IP,DIMODELKAN
1914,REG0054944,43281,2019,INDUK,SUDAH,Distribusi,Distribusi,8213,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,JUNIOR TECHNICIAN PDKB,,TURUNAN
1915,REG0054979,43309,2025,INDUK,BELUM,Perencanaan dan Kinerja,SDM,8224,G2,,,,DIMODELKAN
1916,REG0055005,43330,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8213,G2,,,,DIMODELKAN
1917,REG0055011,43335,2023,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Manajemen Digital,8214,G1,,,ICON,DIMODELKAN
1918,REG0055059,43372,2024,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,OFFICER KINERJA,,TURUNAN
1919,REG0055063,43375,2019,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8215,G3,PT PLN (PERSERO) KANTOR PUSAT,SENIOR OFFICER VERIFIKASI,,TURUNAN
1920,REG0055067,43378,2019,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,SDM,8215,G2,,,ND,DIMODELKAN
1921,REG0055093,43398,2022,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
1922,REG0055105,43408,2025,SUBHOLDING,BELUM,Distribusi,Pembangkitan,8213,G2,,,NP,DIMODELKAN
1923,REG0055111,43413,2024,INDUK,SUDAH,Distribusi,Distribusi,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PDKB,,TURUNAN
1924,REG0055155,43447,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER KINERJA NIAGA,,TURUNAN
1925,REG0055196,43481,2025,INDUK,BELUM,Distribusi,Distribusi,8220,G2,,,,DIMODELKAN
1926,REG0055248,43518,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8214,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",,TURUNAN
1927,REG0055255,43524,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR OFFICER PELAYANAN PELANGGAN,,TURUNAN
1928,REG0055281,43548,2025,SUBHOLDING,BELUM,Komunikasi dan Umum,Pembangkitan,8219,G2,,,NP,DIMODELKAN
1929,REG0055356,43607,2023,INDUK,SUDAH,Distribusi,Distribusi,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,JUNIOR TECHNICIAN PDKB,,TURUNAN
1930,REG0055422,43662,2022,INDUK,SUDAH,Distribusi,Distribusi,8216,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN PDKB,,TURUNAN
1931,REG0055427,43666,2025,INDUK,BELUM,Hukum dan Kepatuhan,SDM,8215,G1,,,,DIMODELKAN
1932,REG0055447,43682,2023,INDUK,SUDAH,Pembangkitan,Pembangkitan,8220,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1D",,TURUNAN
1933,REG0055459,43690,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8213,G2,,,,DIMODELKAN
1934,REG0055486,43708,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8217,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1B,,TURUNAN
1935,REG0055573,43783,2023,INDUK,SUDAH,Pembangkitan,Pembangkitan,8214,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3C",,TURUNAN
1936,REG0055600,43803,2023,SUBHOLDING,SUDAH,Audit dan Risiko,Manajemen Digital,8214,G2,,,ICON,DIMODELKAN
1937,REG0055615,43817,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Pembangkitan,8211,G2,,,IP,DIMODELKAN
1938,REG0055632,43830,2024,INDUK,SUDAH,Distribusi,Distribusi,8211,G1,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN,,TURUNAN
1939,REG0055642,43838,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G3,PT PLN (PERSERO) PUSAT MANAJEMEN PROYEK,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,,TURUNAN
1940,REG0055645,43841,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Pembangkitan,8217,G2,,,IP,DIMODELKAN
1941,REG0055658,43853,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8213,G1,,,,DIMODELKAN
1942,REG0055661,43854,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8214,G2,,,,DIMODELKAN
1943,REG0055680,43867,2022,INDUK,SUDAH,Pembangkitan,Pembangkitan,8212,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,,TURUNAN
1944,REG0055681,43868,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8224,G2,,,,DIMODELKAN
1945,REG0055721,43903,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8217,G2,,,,DIMODELKAN
1946,REG0055724,43905,2023,SUBHOLDING,SUDAH,Audit dan Risiko,Pembangkitan,8224,G2,,,NP,DIMODELKAN
1947,REG0055728,43908,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Transmisi dan Gardu Induk,8216,G2,,,ES,DIMODELKAN
1948,REG0055729,43909,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8224,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN BARAT,OFFICER PERIZINAN DAN PERTANAHAN,,TURUNAN
1949,REG0055853,44013,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Keuangan,8216,G2,,,ND,DIMODELKAN
1950,REG0055872,44029,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Keuangan,8211,G1,,,IP,DIMODELKAN
1951,REG0055911,44061,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8218,G2,,,ICON,DIMODELKAN
1952,REG0055920,44066,2023,INDUK,SUDAH,Pembangkitan,Pembangkitan,8224,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK,,TURUNAN
1953,REG0055929,44073,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8217,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER PENGENDALIAN PROYEK,,TURUNAN
1954,REG0055975,44106,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8214,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER RISIKO KONSTRUKSI SUMATERA, KALIMANTAN, DAN SULAWESI",,TURUNAN
1955,REG0055998,44125,2024,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Distribusi,8213,G2,,,BTM,DIMODELKAN
1956,REG0056055,44168,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8218,G1,,,,DIMODELKAN
1957,REG0056091,44199,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN MALUKU DAN PAPUA,OFFICER PENGENDALIAN KONSTRUKSI,,TURUNAN
1958,REG0056093,44201,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Niaga,8220,G1,,,EPI,DIMODELKAN
1959,REG0056190,44278,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Pembangkitan,8215,G2,,,NP,DIMODELKAN
1960,REG0056239,44316,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,,,,DIMODELKAN
1961,REG0056242,44318,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Pembangkitan,8220,G3,,,IP,DIMODELKAN
1962,REG0056264,44337,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8218,G2,,,,DIMODELKAN
1963,REG0056306,44372,2019,INDUK,SUDAH,Distribusi,Distribusi,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
1964,REG0056308,44374,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Pembangkitan,8217,G2,,,IP,DIMODELKAN
1965,REG0056327,44388,2025,SUBHOLDING,BELUM,Keuangan dan Akuntansi,Transmisi dan Gardu Induk,8224,G1,,,ES,DIMODELKAN
1966,REG0056376,44423,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8214,G2,,,ICON,DIMODELKAN
1967,REG0056500,44517,2024,INDUK,SUDAH,Pembangkitan,Pembangkitan,8219,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PELAKSANA PENGADAAN EPC PEMBANGKIT NON EBT,,TURUNAN
1968,REG0056554,44559,2025,SUBHOLDING,BELUM,Keuangan dan Akuntansi,Distribusi,8215,G2,,,ES,DIMODELKAN
1969,REG0056560,44563,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
1970,REG0056594,44592,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8213,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
1971,REG0056600,44597,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8216,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER STRATEGI PEMASARAN,,TURUNAN
1972,REG0056645,44635,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,SDM,8224,G1,,,ND,DIMODELKAN
1973,REG0056686,44668,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8216,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
1974,REG0056688,44670,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Pembangkitan,8214,G3,,,IP,DIMODELKAN
1975,REG0056700,44679,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8214,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,,TURUNAN
1976,REG0056720,44697,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8224,G2,,,,DIMODELKAN
1977,REG0056756,44724,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
1978,REG0056782,44745,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8215,G3,,,ICON,DIMODELKAN
1979,REG0056910,44835,2023,INDUK,SUDAH,Distribusi,Distribusi,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
1980,REG0056948,44862,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8215,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER ANGGARAN,,TURUNAN
1981,REG0056980,44890,2025,SUBHOLDING,BELUM,Pembangkitan,Pembangkitan,8211,G2,,,IP,DIMODELKAN
1982,REG0056992,44898,2023,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PDKB,,TURUNAN
1983,REG0057052,44944,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8211,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
1984,REG0057089,44975,2023,INDUK,SUDAH,Distribusi,Distribusi,8219,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
1985,REG0057096,44980,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8212,G2,,,ICON,DIMODELKAN
1986,REG0057123,45003,2019,INDUK,SUDAH,Distribusi,Distribusi,8215,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR TECHNICIAN PDKB,,TURUNAN
1987,REG0057142,45020,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
1988,REG0057157,45032,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8218,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN PDKB GI/GITET,,TURUNAN
1989,REG0057170,45040,2019,INDUK,SUDAH,Distribusi,Distribusi,8219,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI,,TURUNAN
1990,REG0057230,45089,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,,TURUNAN
1991,REG0057243,45100,2022,INDUK,SUDAH,Distribusi,Distribusi,8216,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
1992,REG0057262,45115,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8216,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,OFFICER KEUANGAN DAN AKUNTANSI,,TURUNAN
1993,REG0057285,45136,2023,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Pembangkitan,8211,G1,,,IP,DIMODELKAN
1994,REG0057290,45141,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8214,G1,,,,DIMODELKAN
1995,REG0057297,45147,2024,INDUK,SUDAH,Distribusi,Distribusi,8214,G3,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI,,TURUNAN
1996,REG0057301,45150,2019,INDUK,SUDAH,Distribusi,Distribusi,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,TECHNICIAN PDKB,,TURUNAN
1997,REG0057345,45189,2025,INDUK,BELUM,K3 dan Lingkungan,SDM,8212,G2,,,,DIMODELKAN
1998,REG0057352,45194,2023,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Manajemen Digital,8220,G2,,,ICON,DIMODELKAN
1999,REG0057379,45216,2021,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA,,TURUNAN
2000,REG0057419,45245,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA NIAGA,,TURUNAN
2001,REG0057442,45265,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8224,G2,,,,DIMODELKAN
2002,REG0057461,45279,2019,INDUK,SUDAH,Hukum dan Kepatuhan,SDM,8216,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER HUKUM,,TURUNAN
2003,REG0057534,45335,2022,INDUK,SUDAH,Distribusi,Distribusi,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PDKB,,TURUNAN
2004,REG0057542,45342,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G1,PT PLN (PERSERO) PUSAT PENDIDIKAN DAN PELATIHAN (CORPORATE UNIVERSITY),JUNIOR OFFICER ADMINITRASI DAN UMUM,,TURUNAN
2005,REG0057590,45380,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8224,G2,,,ICON,DIMODELKAN
2006,REG0057591,45380,2022,INDUK,SUDAH,Proteksi dan Kontrol,Proteksi dan Kontrol,8214,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,TECHNICIAN PROTEKSI SISTEM,,TURUNAN
2007,REG0057601,45389,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Keuangan,8218,G1,,,ND,DIMODELKAN
2008,REG0057616,45401,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8211,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
2009,REG0057662,45437,2025,INDUK,BELUM,Distribusi,Distribusi,8215,G2,,,,DIMODELKAN
2010,REG0057667,45442,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8224,G2,,,ICON,DIMODELKAN
2011,REG0057675,45448,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KEUANGAN DAN AKUNTANSI,,TURUNAN
2012,REG0057702,45473,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8214,G2,,,,DIMODELKAN
2013,REG0057710,45480,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8217,G2,,,,DIMODELKAN
2014,REG0057746,45509,2025,SUBHOLDING,BELUM,Pembangkitan,Pembangkitan,8215,G1,,,IP,DIMODELKAN
2015,REG0057767,45529,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8214,G3,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,,TURUNAN
2016,REG0057775,45532,2023,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Pembangkitan,8212,G2,,,NP,DIMODELKAN
2017,REG0057848,45584,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8214,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SULAWESI,JUNIOR OFFICER PENGADAAN TANAH DAN PENGENDALIAN ROW,,TURUNAN
2018,REG0057855,45591,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Pembangkitan,8220,G2,,,IP,DIMODELKAN
2019,REG0057872,45604,2024,SUBHOLDING,SUDAH,Distribusi,Transmisi dan Gardu Induk,8224,G2,,,HLY,DIMODELKAN
2020,REG0057894,45623,2022,INDUK,SUDAH,Distribusi,Distribusi,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,TECHNICIAN PDKB,,TURUNAN
2021,REG0057911,45638,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,SDM,8216,G1,,,IP,DIMODELKAN
2022,REG0057925,45649,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
2023,REG0057926,45650,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8213,G1,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",JUNIOR OFFICER ADMINISTRASI UMUM,,TURUNAN
2024,REG0057940,45663,2025,INDUK,BELUM,Perencanaan dan Kinerja,SDM,8224,G2,,,,DIMODELKAN
2025,REG0057984,45694,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8213,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER PENYETORAN PAJAK,,TURUNAN
2026,REG0058020,45725,2025,INDUK,BELUM,Distribusi,Distribusi,8224,G1,,,,DIMODELKAN
2027,REG0058065,45758,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8212,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
2028,REG0058088,45777,2019,INDUK,SUDAH,Distribusi,Distribusi,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,,TURUNAN
2029,REG0058090,45779,2024,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Manajemen Digital,8218,G2,,,ICON,DIMODELKAN
2030,REG0058117,45802,2024,SUBHOLDING,SUDAH,Sumber Daya Manusia,SDM,8212,G2,,,ICON,DIMODELKAN
2031,REG0058137,45819,2025,INDUK,BELUM,Perencanaan dan Kinerja,SDM,8217,G2,,,,DIMODELKAN
2032,REG0058140,45822,2023,INDUK,SUDAH,Distribusi,Distribusi,8211,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA JARINGAN DISTRIBUSI,,TURUNAN
2033,REG0058146,45828,2025,INDUK,BELUM,Proteksi dan Kontrol,Proteksi dan Kontrol,8219,G1,,,,DIMODELKAN
2034,REG0058210,45881,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
2035,REG0058288,45941,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8211,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,JUNIOR OFFICER PENGADAAN TANAH DAN PENGENDALIAN ROW,,TURUNAN
2036,REG0058292,45942,2025,INDUK,BELUM,Sumber Daya Manusia,SDM,8214,G2,,,,DIMODELKAN
2037,REG0058309,45954,2024,SUBHOLDING,SUDAH,Distribusi,Manajemen Digital,8218,G2,,,ICON,DIMODELKAN
2038,REG0058311,45955,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8213,G2,,,,DIMODELKAN
2039,REG0058368,45999,2019,INDUK,SUDAH,Teknologi Informasi,SDM,8211,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER ADMINISTRASI MANAJEMEN DIGITAL,,TURUNAN
2040,REG0058388,46016,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8224,G2,,,ICON,DIMODELKAN
2041,REG0058412,46034,2025,SUBHOLDING,BELUM,Distribusi,SDM,8217,G1,,,ES,DIMODELKAN
2042,REG0058426,46045,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8218,G3,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN MALUKU DAN PAPUA,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,,TURUNAN
2043,REG0058435,46051,2022,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8212,G2,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",OFFICER KINERJA OPERASI SISTEM,,TURUNAN
2044,REG0058461,46070,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8216,G2,,,,DIMODELKAN
2045,REG0058477,46081,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8217,G1,,,,DIMODELKAN
2046,REG0058483,46086,2023,SUBHOLDING,SUDAH,Distribusi,Niaga,8224,G2,,,EPI,DIMODELKAN
2047,REG0058504,46101,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G3,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER PERFORMANCE ASSISTANT to MANAGER,,TURUNAN
2048,REG0058563,46151,2023,SUBHOLDING,SUDAH,Pembangkitan,Niaga,8219,G2,,,EPI,DIMODELKAN
2049,REG0058584,46167,2024,SUBHOLDING,SUDAH,Perencanaan dan Kinerja,Manajemen Digital,8211,G2,,,ICON,DIMODELKAN
2050,REG0058588,46171,2023,INDUK,SUDAH,Distribusi,Distribusi,8215,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN PDKB,,TURUNAN
