no,tahun_program,holding_ap_sh,holding_subholding,unit_pelaksana,jabatan,jurusan_pendidikan,jumlah,pendidikan,keterangan,sub_bidang,level,usulan_sebelum_potong
855,2019,HOLDING,UID Kalselteng,,TEAM LEADER TEKNIK LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,3T,Distribusi,3,0.268
856,2019,HOLDING,UID Kalselteng,,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,3T,Distribusi,3,0.268
857,2019,HOLDING,UID Jawa Tengah & DIY,,TEAM LEADER TEKNIK LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,Rekrut 2019,Distribusi,3,0.265
858,2019,HOLDING,UID Jawa Tengah & DIY,,TEAM LEADER PELAYANAN PELANGGAN,S2 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S2,Rekrut 2019,Niaga dan Pemasaran,3,0.262
859,2019,HOLDING,UID Jawa Tengah & DIY,,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN LAYANAN PELANGGAN",S2 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S2,Rekrut 2019,Niaga dan Pemasaran,3,0.259
860,2019,HOLDING,UIW Papua&Papua Barat,,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,3T,Distribusi,3,0.259
861,2019,HOLDING,Kantor Pusat,,SENIOR SPECIALIST HUMAN CAPITAL MANAGEMENT,S2 Psikologi/Kepegawaian,1,S2,Rekrut 2019,Sumber Daya Manusia,4,0.251
862,2019,HOLDING,UIW Papua&Papua Barat,,TEAM LEADER PELAYANAN PELANGGAN,S2 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S2,3T,Niaga dan Pemasaran,3,0.251
863,2019,HOLDING,UIW Papua&Papua Barat,,TEAM LEADER TEKNIK LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,3T,Distribusi,3,0.251
864,2019,HOLDING,UID Suluttenggo,,TEAM LEADER TEKNIK LAYANAN PELANGGAN,S2 Teknik Elektro/Teknik Listrik,1,S2,3T,Distribusi,3,0.248
865,2020,HOLDING,UID Jawa Timur,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,3,S1,Rekrut 2020,Niaga dan Pemasaran,2,20.443
866,2020,HOLDING,UIW Maluku&Malut,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,3,S1,3T,Niaga dan Pemasaran,2,20.296
867,2020,HOLDING,UID Jawa Barat,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,2,S1,Rekrut 2020,Niaga dan Pemasaran,2,15.469
868,2020,HOLDING,UIT JBTB,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,2,S1,Rekrut 2020,Transmisi dan Gardu Induk,2,12.406
869,2020,HOLDING,PUSMANPRO,,TECHNICIAN MANAJEMEN KONSTRUKSI JARINGAN,S1 Teknik Elektro/Teknik Listrik,2,S1,Rekrut 2020,Distribusi,2,12.3
870,2020,HOLDING,UID Jawa Timur,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,2,S1,Rekrut 2020,Distribusi,2,11.195
871,2020,HOLDING,P3B Sumatera,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,2,S1,Rekrut 2020,Transmisi dan Gardu Induk,2,10.259
872,2020,HOLDING,UID Jawa Barat,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,2,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,9.392
873,2020,HOLDING,UIT JBT,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,2,S1,Rekrut 2020,Transmisi dan Gardu Induk,2,16.261
874,2020,HOLDING,Kantor Pusat,,JUNIOR OFFICER PROTOKOLER DIREKSI,D3 Komunikasi/Hubungan Masyarakat,2,D3,Rekrut 2020,Komunikasi dan Umum,1,14.828
875,2020,HOLDING,P3B Sumatera,,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,D3 Teknik Elektro/Teknik Listrik,2,D3,Rekrut 2020,Transmisi dan Gardu Induk,1,12.619
876,2020,HOLDING,UID Jawa Barat,,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,D3 Teknik Elektro/Teknik Listrik,2,D3,Rekrut 2020,Distribusi,1,12.52
877,2020,HOLDING,Kantor Pusat,,JUNIOR OFFICER SEKRETARIS DIREKSI,D3 Komunikasi/Hubungan Masyarakat,2,D3,Rekrut 2020,Komunikasi dan Umum,1,17.793
878,2020,HOLDING,UID Jawa Barat,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,7.55
879,2020,HOLDING,UID Jawa Barat,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,7.182
880,2020,HOLDING,UID Jakarta Raya,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,6.982
881,2020,HOLDING,UID S2JB,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,6.866
882,2020,HOLDING,UIT JBB,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,6.852
883,2020,HOLDING,Kantor Pusat,,OFFICER VERIFIKASI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,6.805
884,2020,HOLDING,Kantor Pusat,,OFFICER HUKUM,S1 Hukum/Public Policy,1,S1,Rekrut 2020,Hukum dan Kepatuhan,2,6.668
885,2020,HOLDING,UID Kaltimra,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,6.658
886,2020,HOLDING,UID Jawa Barat,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,6.629
887,2020,HOLDING,UID Sulselrabar,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,6.549
888,2020,HOLDING,UID Suluttenggo,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,6.394
889,2020,HOLDING,P3B Sumatera,,OFFICER KINERJA DAN PERENCANAAN,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,6.342
890,2020,HOLDING,UID Jakarta Raya,,OFFICER KINERJA KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,5.984
891,2020,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,5.816
892,2020,HOLDING,UID Sumut,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,5.568
893,2020,HOLDING,UID Jawa Barat,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,5.524
894,2020,HOLDING,UIT JBT,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,5.457
895,2020,HOLDING,P3B Sumatera,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,5.223
896,2020,HOLDING,UID Sumbar,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,5.159
897,2020,HOLDING,UID Jakarta Raya,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,5.153
898,2020,HOLDING,UID Jakarta Raya,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,4.987
899,2020,HOLDING,UID Jawa Timur,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,4.867
900,2020,HOLDING,UID Jawa Tengah & DIY,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.72
901,2020,HOLDING,UID Kalselteng,,TECHNICIAN TEKNISI PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,4.718
902,2020,HOLDING,P3B Sumatera,,OFFICER KINERJA KONSTRUKSI DAN PENYALURAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Transmisi dan Gardu Induk,2,4.663
903,2020,HOLDING,Pusat Pengatur Beban,,OFFICER KINERJA FASILITAS OPERASI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,4.646
904,2020,HOLDING,UID Jawa Timur,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.624
905,2020,HOLDING,UID Jawa Timur,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.624
906,2020,HOLDING,UID Jawa Barat,,TECHNICIAN TEKNIK LAYANAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.604
907,2020,HOLDING,PUSMANPRO,,TECHNICIAN MANAJEMEN KONSTRUKSI PEMBANGKITAN,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2020,Pembangkitan,2,4.378
908,2020,HOLDING,UID Kaltimra,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,4.362
909,2020,HOLDING,UID Jakarta Raya,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.322
910,2020,HOLDING,UID Jawa Barat,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,4.235
911,2020,HOLDING,UID Jawa Barat,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,4.235
912,2020,HOLDING,UIT JBTB,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,4.194
913,2020,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,4.187
914,2020,HOLDING,UIW Maluku&Malut,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,4.059
915,2020,HOLDING,UIW Maluku&Malut,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,4.059
916,2020,HOLDING,UIP JBT,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,3.937
917,2020,HOLDING,UID Jakarta Raya,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2020,Perencanaan dan Kinerja,2,3.823
918,2020,HOLDING,UIP JBB,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,3.747
919,2020,HOLDING,UIT JBB,,TECHNICIAN PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Transmisi dan Gardu Induk,2,3.689
920,2020,HOLDING,UID Jawa Timur,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,3.651
921,2020,HOLDING,UID Jawa Timur,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,3.651
922,2020,HOLDING,UID Jawa Tengah & DIY,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,3.513
923,2020,HOLDING,Kantor Pusat,,OFFICER PEMBAYARAN UNIT,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,3.402
924,2020,HOLDING,UIW Maluku&Malut,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.383
925,2020,HOLDING,UIW Maluku&Malut,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.383
926,2020,HOLDING,UID Kalselteng,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.331
927,2020,HOLDING,UID S2JB,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.318
928,2020,HOLDING,UIP Maluku dan Papua,,OFFICER PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,3.306
929,2020,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.257
930,2020,HOLDING,UID S2JB,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,3.204
931,2020,HOLDING,UID Banten,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,3.134
932,2020,HOLDING,UID Kalbar,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,3.113
933,2020,HOLDING,UIP JBTB,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,3.085
934,2020,HOLDING,UID Lampung,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,3.084
935,2020,HOLDING,UID Sumut,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,3.054
936,2020,HOLDING,UID Kalselteng,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,3.053
937,2020,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,3.024
938,2020,HOLDING,PUSHARLIS,,TECHNICIAN PRODUKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,3.006
939,2020,HOLDING,UID Bali,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,2.98
940,2020,HOLDING,UID Jawa Tengah & DIY,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.964
941,2020,HOLDING,UID Jawa Tengah & DIY,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.964
942,2020,HOLDING,UID Jawa Barat,,TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.946
943,2020,HOLDING,UID Banten,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.883
944,2020,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.792
945,2020,HOLDING,UIP Kalimantan Bag Timur,,OFFICER PERIZINAN DAN PERTANAHAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.741
946,2020,HOLDING,UID Riau & Kepri,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,2.706
947,2020,HOLDING,UIW Maluku&Malut,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,2.706
948,2020,HOLDING,UIW Maluku&Malut,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.706
949,2020,HOLDING,UIW Maluku&Malut,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,2.706
950,2020,HOLDING,UIW Maluku&Malut,,TECHNICIAN PENGENDALIAN OPERASI SISTEM,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,2.706
951,2020,HOLDING,UID Sumut,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,2.694
952,2020,HOLDING,UID Jawa Timur,,TECHNICIAN PENGELOLAAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.677
953,2020,HOLDING,UIP Maluku dan Papua,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.645
954,2020,HOLDING,UID Sulselrabar,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.638
955,2020,HOLDING,UIT JBTB,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,2.621
956,2020,HOLDING,P3B Sumatera,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,2.611
957,2020,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,2.571
958,2020,HOLDING,PUSERTIF,,TECHNICIAN PENGELOLAAN PENGUJIAN SISTEM PEMBANGKIT,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2020,Pembangkitan,2,2.568
959,2020,HOLDING,UID Sumbar,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.534
960,2020,HOLDING,UID Kaltimra,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.526
961,2020,HOLDING,UID Jawa Tengah & DIY,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.525
962,2020,HOLDING,UID Banten,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2020,Niaga dan Pemasaran,2,2.507
963,2020,HOLDING,UID Kalselteng,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.498
964,2020,HOLDING,UID Jakarta Raya,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.493
965,2020,HOLDING,UID Bali,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.484
966,2020,HOLDING,UIP JBTB,,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.468
967,2020,HOLDING,UIP Kalimantan Bag Timur,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.467
968,2020,HOLDING,UIT JBT,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,2.45
969,2020,HOLDING,UIT JBTB,,OFFICER KINERJA KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.446
970,2020,HOLDING,UID Suluttenggo,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.419
971,2020,HOLDING,UIP3B Kalimantan,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.409
972,2020,HOLDING,UID Jawa Barat,,TECHNICIAN TEKNISI PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.394
973,2020,HOLDING,UID Banten,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,2.382
974,2020,HOLDING,UID Kalbar,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.334
975,2020,HOLDING,UIP JBB,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.32
976,2020,HOLDING,UID S2JB,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.289
977,2020,HOLDING,UIP3B Sulawesi,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.259
978,2020,HOLDING,PUSERTIF,,TECHNICIAN KOMISIONING SISTEM PEMBANGKIT,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2020,Pembangkitan,2,2.247
979,2020,HOLDING,UID Suluttenggo,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.247
980,2020,HOLDING,P3B Sumatera,,OFFICER ENJINIRING,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2020,Perencanaan Sistem,2,2.238
981,2020,HOLDING,UID Kalselteng,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.22
982,2020,HOLDING,UID Jawa Barat,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2020,Komunikasi dan Umum,2,2.21
983,2020,HOLDING,UID Jawa Timur,,TECHNICIAN PENGATURAN OPERASI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2020,Perencanaan Sistem,2,2.19
984,2020,HOLDING,UIP3B Kalimantan,,TECHNICIAN PDKB GI/GITET,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,2.141
985,2020,HOLDING,UIT JBT,,OFFICER KINERJA KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2020,Manajemen Konstruksi dan Pengadaan,2,2.116
986,2020,HOLDING,UIT JBB,,OFFICER ENJINIRING,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2020,Perencanaan Sistem,2,2.108
987,2020,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.094
988,2020,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.094
989,2020,HOLDING,UID Suluttenggo,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.074
990,2020,HOLDING,UID Kaltimra,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.066
991,2020,HOLDING,P3B Sumatera,,OFFICER KINERJA OPERASI SISTEM,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2020,Perencanaan Sistem,2,2.052
992,2020,HOLDING,Kantor Pusat,,OFFICER ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2020,Keuangan dan Akuntansi,2,2.041
993,2020,HOLDING,UID Riau & Kepri,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2020,Distribusi,2,2.03
