nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
MANAGER PENGELOLAAN SISTEM INFORMASI PROYEK DAN INVESTASI REGIONAL 2,MD,16,,1,1
MANAGER PENGELOLAAN SISTEM KONTROL KETENAGALISTRIKAN,MD,16,,1,1
"MANAGER PENGELOLAAN SISTEM PROTEKSI TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER PENGELOLAAN SISTEM PROTEKSI TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",MD,16,,1,1
MANAGER PENGELOLAAN UMK,MD,16,,1,1
MANAGER PENGELOLAAN WHISTLE BLOWING SYSTEM,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS DEKARBONISASI DAN MANAJEMEN ENERGI 1,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS DEKARBONISASI DAN MANAJEMEN ENERGI 2,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 1A,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 1B,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 2B,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS TEKNOLOGI BARU DAN SOLUSI INOVATIF 1,MD,16,,1,1
MANAGER PENGEMBANGAN BISNIS TEKNOLOGI BARU DAN SOLUSI INOVATIF 2,MD,16,,1,1
MANAGER PENGEMBANGAN DAN EVALUASI PLN MOBILE,MD,16,,1,1
MANAGER PENGEMBANGAN DAN PELAPORAN ICOFR,MD,16,,1,1
MANAGER PENGEMBANGAN DAN PROJECT EXCELLENCE,MD,16,,1,1
MANAGER PENGEMBANGAN EKSEKUTIF,MD,16,,1,1
MANAGER PENGEMBANGAN EKSEKUTIF 2,MD,16,,1,1
MANAGER PENGEMBANGAN ENJINIRING PEMBANGKIT DAN EBT,MD,16,,1,1
MANAGER PENGEMBANGAN ENJINIRING TRANSMISI DAN DISTRIBUSI,MD,16,,1,1
"MANAGER PENGEMBANGAN INSTRUKTUR, ASESOR DAN KONSULTAN SISTEM MANAJEMEN",MD,15,,1,1
MANAGER PENGEMBANGAN KEAHLIAN HUMAN CAPITAL,MD,16,,1,1
MANAGER PENGEMBANGAN KEAMANAN IT/OT,MD,16,,1,1
MANAGER PENGEMBANGAN KEARSIPAN,MD,16,,1,1
MANAGER PENGEMBANGAN LABORATORIUM,MD,15,,1,1
MANAGER PENGEMBANGAN MANAJEMEN,MD,16,,1,1
MANAGER PENGEMBANGAN MANAJEMEN RISIKO,MD,16,,1,1
MANAGER PENGEMBANGAN MATERI,MD,15,,1,1
MANAGER PENGEMBANGAN MATERI DAN PENGOLAHAN DATA,MD,15,,1,1
MANAGER PENGEMBANGAN MATERI DIGITAL,MD,15,,1,1
MANAGER PENGEMBANGAN PEMBELAJARAN PRAJABATAN DAN PURNABAKTI,MD,15,,1,1
MANAGER PENGEMBANGAN SISTEM ANGGARAN,MD,16,,1,1
MANAGER PENGEMBANGAN SISTEM DAN KAPABILITAS ASSET MANAGEMENT,MD,16,,1,1
MANAGER PENGEMBANGAN SISTEM MANAJEMEN VALUASI ASET,MD,16,,1,1
MANAGER PENGEMBANGAN SOFT COMPETENCY DAN PERSONAL ATTRIBUTE,MD,15,,1,1
MANAGER PENGEMBANGAN TALENTA AREA DAN ANAK PERUSAHAAN,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA KANTOR PUSAT,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA PUSDIKLAT DAN UIP JBB,MD,16,,1,1
"MANAGER PENGEMBANGAN TALENTA PUSERTIF, PUSLITBANG, PUSHARLIS DAN UIP JBT",MD,16,,1,1
"MANAGER PENGEMBANGAN TALENTA PUSMANPRO, UIK TJB DAN UIP JBTB",MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID ACEH,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID BALI,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID BANTEN,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID JAKARTA RAYA,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID JAWA BARAT,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID JAWA TENGAH DAN DIY,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID JAWA TIMUR,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID KALBAR DAN UIP KALBAGBAR,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID KALSELTENG,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID KALTIMRA DAN UIP KALBAGTIM,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID LAMPUNG,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID RIAU DAN KEPRI,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID S2JB DAN UIW BANGKA BELITUNG,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID SULSELRABAR,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID SULUTTENGGO,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID SUMATERA BARAT,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UID SUMATERA UTARA,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIP2B DAN UIT JBB,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIP3B KALIMANTAN,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIP3B SULAWESI DAN UIP SULAWESI,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIP3B SUMATERA DAN UIP SUMBAGTENG,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIT JBT,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIT JBTB,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIW MALUKU DAN MALUKU UTARA,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIW NTB DAN UIP NUSRA,MD,16,,1,1
MANAGER PENGEMBANGAN TALENTA UIW NTT,MD,16,,1,1
"MANAGER PENGEMBANGAN TALENTA UIW PAPUA DAN PAPUA BARAT, UIP MALUKU PAPUA",MD,16,,1,1
"MANAGER PENGEMBANGAN, IZIN, DAN LAHAN ANEKA EBT",MD,16,,1,1
MANAGER PENGENDALIAN ANEKA EBT,MD,16,,1,1
"MANAGER PENGENDALIAN ANGGARAN DISTRIBUSI JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PENGENDALIAN ANGGARAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PENGENDALIAN ANGGARAN DISTRIBUSI SUMATERA DAN KALIMANTAN,MD,16,,1,1
MANAGER PENGENDALIAN DAMPAK LINGKUNGAN,MD,16,,1,1
MANAGER PENGENDALIAN KINERJA DAN ANGGARAN KONSTRUKSI,MD,16,,2,1
MANAGER PENGENDALIAN KINERJA TRANSMISI,MD,16,,1,1
MANAGER PENGENDALIAN KONSTRUKSI,MD,15,,2,2
MANAGER PENGENDALIAN KONSTRUKSI DAN LOGISTIK,MD,15,,4,4
"MANAGER PENGENDALIAN KONSTRUKSI DAN SERTIFIKASI ASET DISTRIBUSI JAWA,MADURA DAN BALI",MD,16,,1,1
MANAGER PENGENDALIAN KONSTRUKSI DAN SERTIFIKASI ASET DISTRIBUSI SUMATERADAN KALIMANTAN,MD,16,,1,1
MANAGER PENGENDALIAN LAYANAN TEKNOLOGI INFORMASI,MD,16,,1,1
MANAGER PENGENDALIAN LOGISTIK,MD,16,,1,1
MANAGER PENGENDALIAN MUTU DAN DATA ENJINIRING,MD,16,,1,1
"MANAGER PENGENDALIAN MUTU KINERJA, KEUANGAN, DAN UMUM",MD,15,,1,1
"MANAGER PENGENDALIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PENGENDALIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PENGENDALIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI SUMATERA DAN KALIMANTAN,MD,16,,1,1
MANAGER PENGENDALIAN OPERASI REAL TIME,MD,15,,1,1
MANAGER PENGENDALIAN OPERASI SISTEM,MD,17,,1,1
"MANAGER PENGENDALIAN OPERASI SISTEM JAWA, MADURA, BALI, MALUKU, PAPUA,DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER PENGENDALIAN OPERASI SISTEM SUMATERA, KALIMANTAN, DAN SULAWESI",MD,16,,1,1
MANAGER PENGENDALIAN OPERASIONAL TEKNOLOGI INFORMASI,MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN IPP JAWA, MADURA DAN BALI",MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN IPP SULAWESI, MALUKU, PAPUA DAN NUSATENGGARA",MD,16,,1,1
MANAGER PENGENDALIAN PEMBANGKITAN IPP SUMATERA DAN KALIMANTAN,MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN PLN SULAWESI, MALUKU, PAPUA DAN NUSATENGGARA",MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN PLN SUMATERA, KALIMANTAN, JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN JAWA,MADURA DAN BALI",MD,16,,1,1
"MANAGER PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PENGENDALIAN PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN SUMATERA DAN KALIMANTAN,MD,16,,1,1
MANAGER PENGENDALIAN PRODUKSI,MD,15,,1,1
MANAGER PENGENDALIAN PROYEK,MD,15,,4,4
MANAGER PENGENDALIAN PROYEK 1,MD,15,,7,7
MANAGER PENGENDALIAN PROYEK 2,MD,15,,7,7
MANAGER PENGENDALIAN WORKSHOP,MD,15,,1,1
MANAGER PENGHAPUSAN ASET,MD,16,,1,1
MANAGER PENGUJIAN PRODUK TEGANGAN DAN ARUS TINGGI,MD,15,,1,1
MANAGER PENGUJIAN PRODUK TEGANGAN RENDAH,MD,15,,1,1
MANAGER PENGUJIAN SISTEM PEMBANGKIT,MD,15,,1,1
MANAGER PENGUJIAN SISTEM TRANSMISI DAN DISTRIBUSI,MD,15,,1,1
"MANAGER PENGUKURAN DISTRIBUSI JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PENGUKURAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PENGUKURAN DISTRIBUSI SUMATERA DAN KALIMANTAN,MD,16,,1,1
MANAGER PENYELESAIAN PERMASALAHAN HUBUNGAN INDUSTRIAL,MD,16,,1,1
MANAGER PERATURAN DAN URUSAN KEBIJAKAN OPERASI DAN PROYEK,MD,16,,1,1
MANAGER PERATURAN DAN URUSAN KEBIJAKAN STRATEGI DAN KEUANGAN,MD,16,,1,1
MANAGER PERBAIKAN PENGALAMAN PELANGGAN,MD,16,,1,1
MANAGER PERENCANA PENGADAAN,MD,15,,41,41
MANAGER PERENCANA PENGADAAN GENERAL AFFAIR,MD,16,,1,1
MANAGER PERENCANA PENGADAAN PLTP IPP,MD,16,,1,1
MANAGER PERENCANA PENGADAAN PLTP PLN,MD,16,,1,1
MANAGER PERENCANAAN,MD,15,,2,2
"MANAGER PERENCANAAN DAN EVALUASI KESELAMATAN DAN KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",MD,16,,1,1
MANAGER PERENCANAAN DAN EVALUASI PEMBELAJARAN ANAK PERUSAHAAN,MD,15,,1,1
MANAGER PERENCANAAN DAN EVALUASI PEMELIHARAAN TRANSMISI,MD,15,,2,1
MANAGER PERENCANAAN DAN EVALUASI TJSL,MD,16,,1,1
"MANAGER PERENCANAAN DAN MONITORING ANGGARAN KESELAMATAN DAN KESEHATANKERJA, LINGKUNGAN DAN KEAMANAN",MD,16,,1,1
MANAGER PERENCANAAN DAN MONITORING PEMANFAATAN FABA,MD,16,,1,1
MANAGER PERENCANAAN DAN PENGEMBANGAN SISTEM MANAJEMEN STAKEHOLDER,MD,16,,1,1
MANAGER PERENCANAAN DAN PENGENDALIAN ANGGARAN HUMAN CAPITAL,MD,16,,1,1
MANAGER PERENCANAAN DAN PENGENDALIAN ENERGI PRIMER DAN BATU KAPUR,MD,15,,1,1
MANAGER PERENCANAAN DAN PENGENDALIAN OPERASI DAN TRANSAKSI,MD,15,,1,1
MANAGER PERENCANAAN DAN PENGENDALIAN PEMELIHARAAN DAN OUTAGE,MD,15,,1,1
MANAGER PERENCANAAN DAN STRATEGI PERBENDAHARAAN,MD,16,,1,1
MANAGER PERENCANAAN ELEKTROMEKANIK,MD,15,,11,11
MANAGER PERENCANAAN KINERJA HUMAN CAPITAL,MD,16,,1,1
MANAGER PERENCANAAN KONSTRUKSI,MD,15,,1,1
"MANAGER PERENCANAAN LISTRIK DESA SULAWESI, MALUKU, PAPUA DAN NUSATENGGARA",MD,16,,1,1
"MANAGER PERENCANAAN LISTRIK DESA SUMATERA, KALIMANTAN, JAWA, MADURA, DANBALI",MD,16,,1,1
MANAGER PERENCANAAN LOGISTIK,MD,16,,1,1
"MANAGER PERENCANAAN OPERASI DAN PEMELIHARAAN KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER PERENCANAAN OPERASI DAN PEMELIHARAAN SUMATERA, JAWA, MADURA, DAN BALI",MD,16,,1,1
MANAGER PERENCANAAN OPERASI SISTEM,MD,15,,2,2
MANAGER PERENCANAAN PAJAK,MD,16,,1,1
MANAGER PERENCANAAN PENGADAAN MATERIAL DISTRIBUSI UTAMA,MD,16,,1,1
MANAGER PERENCANAAN PENGADAAN MATERIAL TERPUSAT,MD,16,,1,1
MANAGER PERENCANAAN PENGEMBANGAN BISNIS,MD,16,,1,1
MANAGER PERENCANAAN PENGUSAHAAN,MD,15,,31,31
MANAGER PERENCANAAN PENYERTAAN MODAL NEGARA,MD,16,,1,1
MANAGER PERENCANAAN PERUBAHAN,MD,16,,1,1
MANAGER PERENCANAAN PINJAMAN DAN HIBAH,MD,16,,1,1
MANAGER PERENCANAAN PORTOFOLIO,MD,16,,1,1
MANAGER PERENCANAAN SIPIL,MD,15,,11,11
MANAGER PERENCANAAN SISTEM,MD,15,,2,2
MANAGER PERENCANAAN SISTEM DISTRIBUSI,MD,15,,20,20
MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,15,,23,23
"MANAGER PERENCANAAN SISTEM KETENAGALISTRIKAN JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PERENCANAAN SISTEM KETENAGALISTRIKAN SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PERENCANAAN SISTEM KETENAGALISTRIKAN SUMATERA DAN KALIMANTAN,MD,16,,1,1
"MANAGER PERENCANAAN SISTEM TRANSMISI, GARDU INDUK DAN DEMAND FORECASTJAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PERENCANAAN SISTEM TRANSMISI, GARDU INDUK DAN DEMAND FORECASTSULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER PERENCANAAN SISTEM TRANSMISI, GARDU INDUK DAN DEMAND FORECASTSUMATERA DAN KALIMANTAN",MD,16,,1,1
MANAGER PERENCANAAN STRATEGIS DISTRIBUSI,MD,16,,1,1
MANAGER PERENCANAAN STRATEGIS PEMBANGKIT ENERGI BARU TERBARUKAN,MD,16,,1,1
MANAGER PERENCANAAN STRATEGIS PEMBANGKIT NON ENERGI BARU TERBARUKAN,MD,16,,1,1
MANAGER PERENCANAAN STRATEGIS SISTEM TRANSMISI,MD,16,,1,1
MANAGER PERENCANAAN TENAGA KERJA,MD,16,,1,1
MANAGER PERENCANAAN UMUM,MD,15,,11,11
"MANAGER PERENCANAAN, ANALISIS DAN EVALUASI OPERASI SISTEM",MD,15,,2,2
"MANAGER PERENCANAAN, EVALUASI PEMBELAJARAN, DAN KINERJA",MD,15,,1,1
"MANAGER PERENCANAAN, KINERJA, DAN EVALUASI KEBIJAKAN HUMAN CAPITAL",MD,16,,1,1
MANAGER PERFORMANCE DAILY OPERATION PLN MOBILE,MD,16,,1,1
MANAGER PERIZINAN DAN KELEMBAGAAN 1A,MD,16,,1,1
MANAGER PERIZINAN DAN KELEMBAGAAN 1B,MD,16,,1,1
MANAGER PERIZINAN DAN KELEMBAGAAN 2A,MD,16,,1,1
MANAGER PERIZINAN DAN KELEMBAGAAN 2B,MD,16,,1,1
MANAGER PERIZINAN DAN KOMUNIKASI,MD,15,,10,10
MANAGER PERTANAHAN DAN ASET,MD,15,,11,11
MANAGER PINJAMAN LUAR NEGERI (PHLN),MD,16,,1,1
MANAGER PMIS DAN ADMINISTRASI TEKNIK,MD,15,,11,11
MANAGER PMN DAN PINJAMAN DALAM NEGERI,MD,16,,1,1
MANAGER PRIORITISASI DAN INTEGRASI INVESTASI,MD,16,,1,1
MANAGER PRIORITY ACCOUNT EXECUTIVE KAWASAN EKONOMI KHUSUS DAN WILAYAHUSAHA,MD,16,,1,1
MANAGER PRIORITY ACCOUNT EXECUTIVE KAWASAN INDUSTRI,MD,16,,1,1
MANAGER PRIORITY ACCOUNT EXECUTIVE SEKTOR INDIVIDU,MD,16,,1,1
MANAGER PRIORITY ACCOUNT EXECUTIVE SEKTOR KORPORASI,MD,16,,1,1
MANAGER PRODUCT BRANDING,MD,16,,1,1
MANAGER PRODUKTIVITAS TENAGA KERJA DAN STRATEGI ALIH DAYA,MD,16,,1,1
MANAGER PROGRAM KELISTRIKAN,MD,16,,1,1
MANAGER PROGRAM PERUBAHAN 1,MD,16,,1,1
MANAGER PROGRAM PERUBAHAN 2,MD,16,,1,1
MANAGER PROJECT CONTROL,MD,15,,1,1
MANAGER PROSES BISNIS DAN SISTEM INFORMASI PELAYANAN PELANGGAN,MD,16,,1,1
MANAGER PROSES BISNIS KANTOR PUSAT,MD,16,,1,1
MANAGER PROSES BISNIS UNIT DAN ANAK PERUSAHAAN,MD,16,,1,1
MANAGER PROSES DAN EVALUASI BILLING,MD,16,,1,1
"MANAGER PROTEKSI DAN SCADATEL DISTRIBUSI JAWA, MADURA, DAN BALI",MD,16,,1,1
"MANAGER PROTEKSI DAN SCADATEL DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
MANAGER PROTEKSI DAN SCADATEL DISTRIBUSI SUMATERA DAN KALIMANTAN,MD,16,,1,1
MANAGER PROTEKSI SISTEM,MD,15,,1,1
MANAGER PROTEKSI SISTEM KETENAGALISTRIKAN,MD,16,,1,1
MANAGER PROTOKOLER DIREKSI,MD,16,,1,1
MANAGER PROYEK DAN INFORMASI STRATEGIS,MD,16,,1,1
MANAGER QUALITY ASSURANCE AND QUALITY CONTROL JARINGAN,MD,15,,1,1
MANAGER QUALITY ASSURANCE AND QUALITY CONTROL PEMBANGKIT,MD,15,,1,1
MANAGER REGULASI EKSTERNAL BISNIS KORPORAT,MD,16,,1,1
MANAGER REGULASI EKSTERNAL INFRASTRUKTUR KETENAGALISTRIKAN,MD,16,,1,1
MANAGER REGULASI INTERNAL BISNIS KORPORAT,MD,16,,1,1
MANAGER REGULASI INTERNAL INFRASTRUKTUR KETENAGALISTRIKAN,MD,16,,1,1
MANAGER REKRUTMEN DAN ONBOARDING,MD,16,,1,1
MANAGER RISET DAN ASESMEN TEKNOLOGI SISTEM PEMBANGKITAN DAN ENERGI,MD,15,,1,1
MANAGER RISET DAN ASESMEN TEKNOLOGI SISTEM TRANSMISI DAN DISTRIBUSI,MD,15,,1,1
MANAGER RISET PASAR,MD,16,,1,1
MANAGER RISIKO DAN BENEFIT PROYEK,MD,16,,1,1
"MANAGER RISIKO DAN PELAPORAN ENVIRONMENTAL, SOCIAL, AND GOVERNANCE",MD,16,,1,1
MANAGER RISIKO DIGITAL DAN ADOPSI TEKNOLOGI,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI JAWA BAGIAN BARAT,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI JBT DAN JBTB,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI KALIMANTAN,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI MALUKU DAN PAPUA,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI SULAWESI DAN NUSA TENGGARA,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI SUMATERA BAGIAN SELATAN,MD,16,,1,1
MANAGER RISIKO DISTRIBUSI SUMATERA BAGIAN UTARA,MD,16,,1,1
MANAGER RISIKO ENERGI PRIMER,MD,16,,1,1
MANAGER RISIKO JAMINAN PENDAPATAN,MD,16,,1,1
MANAGER RISIKO KEBIJAKAN KORPORASI,MD,16,,1,1
MANAGER RISIKO KEUANGAN,MD,16,,1,1
"MANAGER RISIKO KONSTRUKSI JAWA, MADURA, BALI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER RISIKO KONSTRUKSI SUMATERA, KALIMANTAN DAN SULAWESI",MD,16,,1,1
MANAGER RISIKO OPERASI DAN PERENCANAAN SISTEM KETENAGALISTRIKAN,MD,16,,1,1
MANAGER RISIKO ORGANISASI DAN HUMAN CAPITAL,MD,16,,1,1
MANAGER RISIKO PELAYANAN PELANGGAN,MD,16,,1,1
MANAGER RISIKO PENGEMBANGAN BISNIS DAN KEMITRAAN,MD,16,,1,1
MANAGER RISIKO PENGENDALIAN DAN PENGOPERASIAN PEMBANGKIT,MD,16,,1,1
MANAGER RISIKO PERENCANAAN DAN OPERASI DISTRIBUSI,MD,16,,1,1
MANAGER RISIKO PERENCANAAN PEMBANGKITAN,MD,16,,1,1
MANAGER RISIKO PERENCANAAN STRATEGIS,MD,16,,1,1
"MANAGER RISIKO PERENCANAAN, KONTRAK PROYEK DAN PMO",MD,16,,1,1
MANAGER RISIKO PORTOFOLIO DAN REVENUE MODEL,MD,16,,1,1
MANAGER RISIKO RANTAI PASOK DAN PUSAT-PUSAT,MD,16,,1,1
MANAGER RISIKO REGULASI DAN PEMANGKU KEPENTINGAN,MD,16,,1,1
"MANAGER RISIKO TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSATENGGARA",MD,16,,1,1
"MANAGER RISIKO TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",MD,16,,1,1
MANAGER RKAP ANAK PERUSAHAAN DAN AFILIASI,MD,16,,1,1
MANAGER RKAP KONSOLIDASI,MD,16,,1,1
MANAGER SCADA DAN OTOMASI,MD,15,,1,1
MANAGER SCADA DAN TELEKOMUNIKASI,MD,16,,1,1
"MANAGER SERTIFIKASI ASET PROPERTI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,16,,1,1
"MANAGER SERTIFIKASI ASET PROPERTI SUMATERA, JAWA, MADURA, DAN BALI",MD,16,,1,1
MANAGER SERTIFIKASI PRODUK,MD,15,,1,1
MANAGER SERTIFIKASI SISTEM MANAJEMEN,MD,15,,1,1
MANAGER SETELMEN,MD,15,,1,1
MANAGER SISTEM AKUNTANSI KORPORAT,MD,16,,1,1
MANAGER SISTEM DAN PENGEMBANGAN KAPABILITAS,MD,16,,1,1
"MANAGER SISTEM DAN TATA KELOLA KESELAMATAN DAN KESEHATAN KERJA,LINGKUNGAN DAN KEAMANAN",MD,16,,1,1
MANAGER SISTEM KOMPETENSI,MD,16,,1,1
MANAGER SISTEM MANAJEMEN TERINTEGRASI,MD,16,,1,1
MANAGER SOCIAL SAFEGUARD,MD,16,,1,1
"MANAGER STANDAR, KUALITAS DAN PENGEMBANGAN PELAPORAN PERBENDAHARAAN",MD,16,,1,1
MANAGER STANDARDISASI KEBIJAKAN DISTRIBUSI,MD,16,,1,1
"MANAGER STANDARDISASI MUTU, PROSES, DAN SISTEM MANAJEMEN TERINTEGRASI",MD,15,,1,1
MANAGER STANDARISASI DAN PENGEMBANGAN ENJINIRING TRANSMISI DAN GARDU INDUK,MD,16,,1,1
MANAGER STRATEGI ASET,MD,16,,1,1
MANAGER STRATEGI AUDIT,MD,16,,1,1
MANAGER STRATEGI DAN ARSITEKTUR TEKNOLOGI INFORMASI,MD,16,,1,1
MANAGER STRATEGI DAN EVALUASI GENERAL AFFAIR,MD,16,,1,1
MANAGER STRATEGI DAN KEBIJAKAN MANAJEMEN RISIKO,MD,16,,1,1
MANAGER STRATEGI DAN PENGELOLAAN PORTOFOLIO ANAK PERUSAHAAN 1A,MD,16,,1,1
MANAGER STRATEGI DAN PENGELOLAAN PORTOFOLIO ANAK PERUSAHAAN 2A,MD,16,,1,1
MANAGER STRATEGI DAN PENGELOLAAN PORTOFOLIO ANAK PERUSAHAAN 2B,MD,16,,1,1
MANAGER STRATEGI KOMUNIKASI,MD,16,,1,1
MANAGER STRATEGI NIAGA,MD,16,,1,1
MANAGER STRATEGI OFFICE OF STRATEGY MANAGEMENT,MD,16,,1,1
MANAGER STRATEGI PEMASARAN,MD,15,,21,21
MANAGER STRATEGI SUSTAINABILITY 1,MD,16,,1,1
MANAGER STRATEGI SUSTAINABILITY 2,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 1A,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 1B,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 1C,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 2A,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 2B,MD,16,,1,1
MANAGER STRATEGIC DELIVERY UNIT REGIONAL 2C,MD,16,,1,1
MANAGER SUPPLY CHAIN MANAGEMENT,MD,15,,1,1
"MANAGER TATA KELOLA, REGULASI DAN PROSES EXCELLENCE",MD,16,,1,1
MANAGER TELEKOMUNIKASI,MD,15,,1,1
MANAGER TRACKING 1,MD,16,,1,1
MANAGER TRANSAKSI ENERGI,MD,15,,1,1
MANAGER TRANSAKSI TENAGA LISTRIK,MD,15,,4,4
MANAGER TRANSISI ENERGI,MD,16,,1,1
MANAGER TRANSMISI,MD,15,,5,5
MANAGER UMUM,MD,15,,11,11
MANAGER UNIT LAYANAN PELANGGAN (KISARAN),G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN ABEPURA,G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN ADONARA,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AEK KANOPAN,G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN AEK KOTA BATU,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AEK NABARA,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AGATS,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AHMAD YANI,G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN AIMAS,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AIR MOLEK,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AIRMADIDI,G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN AJIBARANG,G3,14,,1,1
MANAGER UNIT LAYANAN PELANGGAN ALAS,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AMBARAWA,G3,13,,1,1
MANAGER UNIT LAYANAN PELANGGAN AMBON KOTA,G3,13,,1,1
