nama_posisi,kelompok_jabatan,fungsi,jenjang_utama,level_utama,bidang,sub_bidang,bidang_pembidangan,kata_kunci_pemicu,is_entry_level,jumlah_pegawai,jumlah_unit_induk
MANAGER UNIT LAYANAN PELANGGAN MATANG GLUMPANG DUA,MANAGER,UNIT LAYANAN PELANGGAN MATANG GLUMPANG DUA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MATTIROTASI,MANAGER,UNIT LAYANAN PELANGGAN MATTIROTASI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MATTOANGING,MANAGER,UNIT LAYANAN PELANGGAN MATTOANGING,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MAWASANGKA,MANAGER,UNIT LAYANAN PELANGGAN MAWASANGKA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN BARU,MANAGER,UNIT LAYANAN PELANGGAN MEDAN BARU,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN DENAI,MANAGER,UNIT LAYANAN PELANGGAN MEDAN DENAI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN KOTA,MANAGER,UNIT LAYANAN PELANGGAN MEDAN KOTA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN SATRIA,MANAGER,UNIT LAYANAN PELANGGAN MEDAN SATRIA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN SELATAN,MANAGER,UNIT LAYANAN PELANGGAN MEDAN SELATAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEDAN TIMUR,MANAGER,UNIT LAYANAN PELANGGAN MEDAN TIMUR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MELAK,MANAGER,UNIT LAYANAN PELANGGAN MELAK,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MELONGUANE,MANAGER,UNIT LAYANAN PELANGGAN MELONGUANE,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEMPAWAH,MANAGER,UNIT LAYANAN PELANGGAN MEMPAWAH,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MENGANTI,MANAGER,UNIT LAYANAN PELANGGAN MENGANTI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MENGGALA,MANAGER,UNIT LAYANAN PELANGGAN MENGGALA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MENGWI,MANAGER,UNIT LAYANAN PELANGGAN MENGWI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MENTAWAI,MANAGER,UNIT LAYANAN PELANGGAN MENTAWAI,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MENTOK,MANAGER,UNIT LAYANAN PELANGGAN MENTOK,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MERAUKE KOTA,MANAGER,UNIT LAYANAN PELANGGAN MERAUKE KOTA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MERDUATI KOTA,MANAGER,UNIT LAYANAN PELANGGAN MERDUATI KOTA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MESUJI,MANAGER,UNIT LAYANAN PELANGGAN MESUJI,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEULABOH KOTA,MANAGER,UNIT LAYANAN PELANGGAN MEULABOH KOTA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MEUREUDU,MANAGER,UNIT LAYANAN PELANGGAN MEUREUDU,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOA,MANAGER,UNIT LAYANAN PELANGGAN MOA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MODAYAG,MANAGER,UNIT LAYANAN PELANGGAN MODAYAG,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOJOAGUNG,MANAGER,UNIT LAYANAN PELANGGAN MOJOAGUNG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOJOKERTO,MANAGER,UNIT LAYANAN PELANGGAN MOJOKERTO,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOJOSARI,MANAGER,UNIT LAYANAN PELANGGAN MOJOSARI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOLIBAGU,MANAGER,UNIT LAYANAN PELANGGAN MOLIBAGU,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOTOLING,MANAGER,UNIT LAYANAN PELANGGAN MOTOLING,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MOUTONG,MANAGER,UNIT LAYANAN PELANGGAN MOUTONG,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA AMAN,MANAGER,UNIT LAYANAN PELANGGAN MUARA AMAN,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA BELITI,MANAGER,UNIT LAYANAN PELANGGAN MUARA BELITI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA BULIAN,MANAGER,UNIT LAYANAN PELANGGAN MUARA BULIAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA DUA,MANAGER,UNIT LAYANAN PELANGGAN MUARA DUA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA ENIM,MANAGER,UNIT LAYANAN PELANGGAN MUARA ENIM,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA LABUH,MANAGER,UNIT LAYANAN PELANGGAN MUARA LABUH,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA SABAK,MANAGER,UNIT LAYANAN PELANGGAN MUARA SABAK,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA TEBO,MANAGER,UNIT LAYANAN PELANGGAN MUARA TEBO,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUARA TEWEH,MANAGER,UNIT LAYANAN PELANGGAN MUARA TEWEH,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUKO-MUKO,MANAGER,UNIT LAYANAN PELANGGAN MUKO-MUKO,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUNCAR,MANAGER,UNIT LAYANAN PELANGGAN MUNCAR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MURATARA,MANAGER,UNIT LAYANAN PELANGGAN MURATARA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN MUSTIKA JAYA,MANAGER,UNIT LAYANAN PELANGGAN MUSTIKA JAYA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NABIRE KOTA,MANAGER,UNIT LAYANAN PELANGGAN NABIRE KOTA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NAMLEA,MANAGER,UNIT LAYANAN PELANGGAN NAMLEA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NAMROLE,MANAGER,UNIT LAYANAN PELANGGAN NAMROLE,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NANGA BULIK,MANAGER,UNIT LAYANAN PELANGGAN NANGA BULIK,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NANGA PINOH,MANAGER,UNIT LAYANAN PELANGGAN NANGA PINOH,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NATAL,MANAGER,UNIT LAYANAN PELANGGAN NATAL,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NATAR,MANAGER,UNIT LAYANAN PELANGGAN NATAR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NATUNA,MANAGER,UNIT LAYANAN PELANGGAN NATUNA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NEGARA,MANAGER,UNIT LAYANAN PELANGGAN NEGARA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGABANG,MANAGER,UNIT LAYANAN PELANGGAN NGABANG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGADILUWIH,MANAGER,UNIT LAYANAN PELANGGAN NGADILUWIH,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGAGEL,MANAGER,UNIT LAYANAN PELANGGAN NGAGEL,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGANJUK,MANAGER,UNIT LAYANAN PELANGGAN NGANJUK,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGAWI,MANAGER,UNIT LAYANAN PELANGGAN NGAWI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGORO,MANAGER,UNIT LAYANAN PELANGGAN NGORO,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NGUNUT,MANAGER,UNIT LAYANAN PELANGGAN NGUNUT,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NIAS BARAT,MANAGER,UNIT LAYANAN PELANGGAN NIAS BARAT,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NUNUKAN,MANAGER,UNIT LAYANAN PELANGGAN NUNUKAN,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NUSA INDAH,MANAGER,UNIT LAYANAN PELANGGAN NUSA INDAH,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN NUSANIWE,MANAGER,UNIT LAYANAN PELANGGAN NUSANIWE,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN OESAO,MANAGER,UNIT LAYANAN PELANGGAN OESAO,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PACET,MANAGER,UNIT LAYANAN PELANGGAN PACET,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PACITAN,MANAGER,UNIT LAYANAN PELANGGAN PACITAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PADALARANG,MANAGER,UNIT LAYANAN PELANGGAN PADALARANG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PADANG PANJANG,MANAGER,UNIT LAYANAN PELANGGAN PADANG PANJANG,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PADANGAN,MANAGER,UNIT LAYANAN PELANGGAN PADANGAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAGADEN,MANAGER,UNIT LAYANAN PELANGGAN PAGADEN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAGAR ALAM,MANAGER,UNIT LAYANAN PELANGGAN PAGAR ALAM,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAINAN,MANAGER,UNIT LAYANAN PELANGGAN PAINAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAJALESANG,MANAGER,UNIT LAYANAN PELANGGAN PAJALESANG,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAKUAN BOGOR,MANAGER,UNIT LAYANAN PELANGGAN PAKUAN BOGOR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PALANGKARAYA BARAT,MANAGER,UNIT LAYANAN PELANGGAN PALANGKARAYA BARAT,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PALANGKARAYA TIMUR,MANAGER,UNIT LAYANAN PELANGGAN PALANGKARAYA TIMUR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PALOPO KOTA,MANAGER,UNIT LAYANAN PELANGGAN PALOPO KOTA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PALU KOTA,MANAGER,UNIT LAYANAN PELANGGAN PALU KOTA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PALUR,MANAGER,UNIT LAYANAN PELANGGAN PALUR,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAMANUKAN,MANAGER,UNIT LAYANAN PELANGGAN PAMANUKAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAMEKASAN,MANAGER,UNIT LAYANAN PELANGGAN PAMEKASAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PAMEUNGPEUK,MANAGER,UNIT LAYANAN PELANGGAN PAMEUNGPEUK,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANAKKUKANG,MANAGER,UNIT LAYANAN PELANGGAN PANAKKUKANG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANAM,MANAGER,UNIT LAYANAN PELANGGAN PANAM,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANARUKAN,MANAGER,UNIT LAYANAN PELANGGAN PANARUKAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANCUR BATU,MANAGER,UNIT LAYANAN PELANGGAN PANCUR BATU,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANDAAN,MANAGER,UNIT LAYANAN PELANGGAN PANDAAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANDEGLANG,MANAGER,UNIT LAYANAN PELANGGAN PANDEGLANG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGANDARAN,MANAGER,UNIT LAYANAN PELANGGAN PANGANDARAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKAL PINANG,MANAGER,UNIT LAYANAN PELANGGAN PANGKAL PINANG,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKALAN BALAI,MANAGER,UNIT LAYANAN PELANGGAN PANGKALAN BALAI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKALAN BRANDAN,MANAGER,UNIT LAYANAN PELANGGAN PANGKALAN BRANDAN,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKALAN BUN,MANAGER,UNIT LAYANAN PELANGGAN PANGKALAN BUN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKALAN KERINCI,MANAGER,UNIT LAYANAN PELANGGAN PANGKALAN KERINCI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKALAN SUSU,MANAGER,UNIT LAYANAN PELANGGAN PANGKALAN SUSU,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGKEP,MANAGER,UNIT LAYANAN PELANGGAN PANGKEP,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGSID,MANAGER,UNIT LAYANAN PELANGGAN PANGSID,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANGURURAN,MANAGER,UNIT LAYANAN PELANGGAN PANGURURAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANIKI,MANAGER,UNIT LAYANAN PELANGGAN PANIKI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANRITA LOPI,MANAGER,UNIT LAYANAN PELANGGAN PANRITA LOPI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PANTON LABU,MANAGER,UNIT LAYANAN PELANGGAN PANTON LABU,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARAKAN,MANAGER,UNIT LAYANAN PELANGGAN PARAKAN,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARAPAT,MANAGER,UNIT LAYANAN PELANGGAN PARAPAT,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARE,MANAGER,UNIT LAYANAN PELANGGAN PARE,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARIA,MANAGER,UNIT LAYANAN PELANGGAN PARIA,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARIAMAN,MANAGER,UNIT LAYANAN PELANGGAN PARIAMAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARIGI,MANAGER,UNIT LAYANAN PELANGGAN PARIGI,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PARINGIN,MANAGER,UNIT LAYANAN PELANGGAN PARINGIN,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PASANGKAYU,MANAGER,UNIT LAYANAN PELANGGAN PASANGKAYU,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PASAR WAJO,MANAGER,UNIT LAYANAN PELANGGAN PASAR WAJO,G3,13,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PASIR PENGARAIAN,MANAGER,UNIT LAYANAN PELANGGAN PASIR PENGARAIAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
MANAGER UNIT LAYANAN PELANGGAN PASURUAN KOTA,MANAGER,UNIT LAYANAN PELANGGAN PASURUAN KOTA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,LAYANAN PELANGGAN,0,1,1
