unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,SPECIALIST KINERJA KEUANGAN,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,SPECIALIST KINERJA KOMUNIKASI DAN UMUM,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,SPECIALIST KINERJA PERUSAHAAN,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KOMUNIKASI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER LOGISTIK,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER KINERJA PEMELIHARAAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER PELAKSANA PENGADAAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER PENGAMANAN PENDAPATAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER PERENCANAAN SISTEM DISTRIBUSI,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR OFFICER PERENCANAAN LISTRIK PERDESAAN,G1,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G1,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PERENCANAAN DAN KINERJA,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER STRATEGI PEMASARAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER PERENCANAAN SISTEM KELISTRIKAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER ACCOUNT EXECUTIVE,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER PELAKSANA PENGADAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER PERENCANAAN DAN KINERJA,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER PERENCANAAN SISTEM KELISTRIKAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,SENIOR OFFICER KEUANGAN DAN ANGGARAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,SENIOR OFFICER PERENCANAAN SISTEM DISTRIBUSI,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,SENIOR OFFICER STRATEGI PEMASARAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,SPECIALIST KINERJA DISTRIBUSI,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR OFFICER PERENCANAAN LISTRIK PERDESAAN,G1,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G1,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN PEMELIHARAAN DISTRIBUSI,G1,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,OFFICER PELAKSANA PENGADAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,OFFICER PERENCANAAN SISTEM KELISTRIKAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,SENIOR OFFICER KINERJA,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,SENIOR OFFICER PERENCANAAN SISTEM KELISTRIKAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,SPECIALIST KINERJA PERENCANAAN,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TEAM LEADER KONSTRUKSI LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,OFFICER KINERJA FASILITAS OPERASI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,OFFICER KINERJA OPERASI SISTEM DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,OFFICER PELAKSANA PENGADAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,OFFICER PERENCANAAN SISTEM KELISTRIKAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,"SENIOR OFFICER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,SENIOR OFFICER KEUANGAN DAN ANGGARAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,SENIOR OFFICER KINERJA,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,SENIOR OFFICER KINERJA NIAGA DAN PEMASARAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,SPECIALIST PERFORMANCE ASSISTANT TO GENERAL MANAGER,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,TEAM LEADER PDKB,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER ASET PROPERTI DAN UMUM,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER KINERJA,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER KINERJA NIAGA DAN PEMASARAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER PENGAMANAN PENDAPATAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER PERENCANAAN SISTEM DISTRIBUSI,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SPECIALIST KINERJA DISTRIBUSI,SPC,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANANLAYANAN PELANGGAN",G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,TECHNICIAN OPERASI DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,TECHNICIAN PENGATURAN OPERASI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR OFFICER NIAGA DAN PELAYANAN PELANGGAN,G1,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR TECHNICIAN PEMELIHARAAN DISTRIBUSI,G1,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR TECHNICIAN PEMELIHARAAN METER TRANSAKSI,G1,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT","OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KEUANGAN DAN AKUNTANSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER PENGENDALIAN PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR OFFICER IPP DAN EXCESS POWER,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR OFFICER KINERJA JARINGAN DISTRIBUSI,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR OFFICER PERENCANAAN SISTEM KELISTRIKAN,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR OFFICER STRATEGI PEMASARAN,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT","TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TEAM LEADER KONSTRUKSI LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TECHNICIAN PENGENDALIAN SUSUT,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",ASSISTANT MANAGER JARINGAN DISTRIBUSI,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",ASSISTANT MANAGER KONSTRUKSI DISTRIBUSI,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",OFFICER ADMINISTRASI DAN UMUM,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO","OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",OFFICER PENGELOLAAN PEMBANGKITAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO","SENIOR OFFICER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TEAM LEADER KONSTRUKSI DISTRIBUSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TEAM LEADER SALES RETAIL DAN PELAYANAN PELANGGAN KOTA,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TECHNICIAN PENGATURAN OPERASI (GORONTALO),G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",TECHNICIAN TRANSAKSI ENERGI LISTRIK,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER AKUNTANSI AT DAN PDP,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER LOGISTIK,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER PELAKSANA PENGADAAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER PENGELOLAAN PEMBANGKITAN,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,"SPECIALIST KINERJA KEUANGAN, KOMUNIKASI, DAN UMUM",SPC,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER ACCOUNT EXECUTIVE,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER AKUNTANSI AT DAN PDP,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER AKUNTANSI UMUM DAN BIAYA,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU","OFFICER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER LINGKUNGAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER PAJAK DAN ASURANSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER PENGELOLAAN KONSTRUKSI DAN LOGISTIK,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",SENIOR OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",SENIOR OFFICER PERENCANA PENGADAAN,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",SENIOR OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",SENIOR OFFICER PERENCANAAN SISTEM KELISTRIKAN,G3,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",TEAM LEADER KONSTRUKSI LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",TECHNICIAN OPERASI DISTRIBUSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",TECHNICIAN PEMELIHARAAN METER TRANSAKSI,G2,3
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",TECHNICIAN PENGATURAN OPERASI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KEUANGAN DAN AKUNTANSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER MANAJEMEN BILLING,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER PENGELOLAAN ASET DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER ASET PROPERTI DAN UMUM,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER IPP DAN EXCESS POWER,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER LOGISTIK LAYANAN PELANGGAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER PELAYANAN PELANGGAN,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,SENIOR OFFICER PERENCANAAN SISTEM DISTRIBUSI,G3,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,TECHNICIAN PENGENDALIAN SUSUT,G2,3
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,TECHNICIAN TRANSAKSI ENERGI LISTRIK,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGKITAN TANJUNG JATI B,OFFICER KEUANGAN DAN PENGENDALIAN PAJAK,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGKITAN TANJUNG JATI B,OFFICER LOGISTIK DAN INVENTORY,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGKITAN TANJUNG JATI B,TECHNICIAN PENGENDALIAN PELABUHAN DAN COAL HANDLING,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,JUNIOR OFFICER ADMINISTRASI DAN UMUM,G1,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,OFFICER KEUANGAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,OFFICER PERIZINAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,SENIOR OFFICER KEUANGAN DAN ANGGARAN,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,SENIOR OFFICER PERENCANAAN UMUM,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,TECHNICIAN PENGENDALIAN KONTRAK DAN PELAPORAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,ASSISTANT MANAGER PROJECT SITE,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER AKUNTANSI,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,"OFFICER ASET, PERTANAHAN DAN ROW",G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER KOMUNIKASI DAN TJSL,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER LOGISTIK DAN KEPABEANAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER PERIZINAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER SERTIFIKASI,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,"SENIOR OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,OFFICER ADMINISTRASI TEKNIK,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,OFFICER SERTIFIKASI,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,SENIOR OFFICER PERENCANA PENGADAAN,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,SENIOR OFFICER PERIZINAN DAN KOMUNIKASI,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,SPECIALIST KINERJA PERIZINAN DAN PERTANAHAN,SPC,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER PERIZINAN DAN PERTANAHAN,G2,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN BARAT,"ASSISTANT MANAGER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN BARAT,ASSISTANT MANAGER PENGENDALIAN PROYEK,G3,3
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN BARAT,JUNIOR OFFICER PENGADAAN TANAH DAN PENGENDALIAN ROW,G1,3
